timestamp,link_type,tx_id,rx_id,received_power,path_loss,delay_spread,is_line_of_sight
42.0,V2V,flow_west.1,vehicle_2,-94.46,117.46,2120.66,True
42.0,V2V,flow_west.2,flow_east.1,-91.26,114.26,1467.71,True
42.0,V2V,flow_west.2,flow_east.2,-65.70,88.70,77.37,True
42.0,V2V,flow_west.2,flow_east.3,-85.21,108.21,731.54,True
42.0,V2V,flow_west.2,flow_west.1,-94.28,117.28,2077.87,True
42.0,V2V,flow_west.2,flow_west.3,-73.72,96.72,194.87,True
42.0,V2V,flow_west.2,vehicle_0,-73.48,96.48,189.60,True
42.0,V2V,flow_west.2,vehicle_1,-80.28,103.28,414.50,True
42.0,V2V,flow_west.2,vehicle_2,-60.81,83.81,44.08,True
42.0,V2V,flow_west.3,flow_east.1,-90.02,113.02,1272.84,True
42.0,V2V,flow_west.3,flow_east.2,-69.42,92.42,118.71,True
42.0,V2V,flow_west.3,flow_east.3,-82.52,105.52,536.71,True
42.0,V2V,flow_west.3,flow_west.1,-93.42,116.42,1883.00,True
42.0,V2V,flow_west.3,flow_west.2,-73.72,96.72,194.87,True
42.0,V2V,flow_west.3,vehicle_0,-49.53,72.53,12.03,True
42.0,V2V,flow_west.3,vehicle_1,-74.77,97.77,219.76,True
42.0,V2V,flow_west.3,vehicle_2,-75.45,98.45,237.87,True
42.0,V2V,vehicle_0,flow_east.1,-90.06,113.06,1278.37,True
42.0,V2V,vehicle_0,flow_east.2,-68.96,91.96,112.67,True
42.0,V2V,vehicle_0,flow_east.3,-82.61,105.61,542.17,True
42.0,V2V,vehicle_0,flow_west.1,-93.45,116.45,1888.60,True
42.0,V2V,vehicle_0,flow_west.2,-73.48,96.48,189.60,True
42.0,V2V,vehicle_0,flow_west.3,-49.53,72.53,12.03,True
42.0,V2V,vehicle_0,vehicle_1,-74.97,97.97,225.07,True
42.0,V2V,vehicle_0,vehicle_2,-75.24,98.24,232.07,True
42.0,V2V,vehicle_1,flow_east.1,-88.38,111.38,1053.30,True
42.0,V2V,vehicle_1,flow_east.2,-78.50,101.50,337.73,True
42.0,V2V,vehicle_1,flow_east.3,-77.95,100.95,317.10,True
42.0,V2V,vehicle_1,flow_west.1,-92.35,115.35,1663.53,True
42.0,V2V,vehicle_1,flow_west.2,-80.28,103.28,414.50,True
42.0,V2V,vehicle_1,flow_west.3,-74.77,97.77,219.76,True
42.0,V2V,vehicle_1,vehicle_0,-74.97,97.97,225.07,True
42.0,V2V,vehicle_1,vehicle_2,-81.13,104.13,457.13,True
42.0,V2V,vehicle_2,flow_east.1,-91.51,114.51,1510.43,True
42.0,V2V,vehicle_2,flow_east.2,-69.47,92.47,119.40,True
42.0,V2V,vehicle_2,flow_east.3,-85.70,108.70,774.23,True
42.0,V2V,vehicle_2,flow_west.1,-94.46,117.46,2120.66,True
42.0,V2V,vehicle_2,flow_west.2,-60.81,83.81,44.08,True
42.0,V2V,vehicle_2,flow_west.3,-75.45,98.45,237.87,True
42.0,V2V,vehicle_2,vehicle_0,-75.24,98.24,232.07,True
42.0,V2V,vehicle_2,vehicle_1,-81.13,104.13,457.13,True
43.0,V2I,BS_1,flow_east.1,-77.98,107.98,712.51,True
43.0,V2I,BS_1,flow_east.2,-81.24,111.24,1037.19,True
43.0,V2I,BS_1,flow_east.3,-76.02,106.02,568.51,True
43.0,V2I,BS_1,flow_west.1,-83.21,113.21,1301.12,True
43.0,V2I,BS_1,flow_west.2,-81.05,111.05,1013.88,True
43.0,V2I,BS_1,flow_west.3,-79.50,109.50,848.20,True
43.0,V2I,BS_1,vehicle_0,-80.46,110.46,947.41,True
43.0,V2I,BS_1,vehicle_1,-78.58,108.58,763.23,True
43.0,V2I,BS_1,vehicle_2,-82.11,112.11,1146.17,True
43.0,V2V,flow_east.1,flow_east.2,-90.81,113.81,1394.00,True
43.0,V2V,flow_east.1,flow_east.3,-85.26,108.26,735.77,True
43.0,V2V,flow_east.1,flow_west.1,-84.91,107.91,706.51,True
43.0,V2V,flow_east.1,flow_west.2,-90.68,113.68,1373.17,True
43.0,V2V,flow_east.1,flow_west.3,-89.33,112.33,1175.72,True
43.0,V2V,flow_east.1,vehicle_0,-90.13,113.13,1288.97,True
43.0,V2V,flow_east.1,vehicle_1,-88.41,111.41,1057.27,True
43.0,V2V,flow_east.1,vehicle_2,-91.55,114.55,1517.60,True
43.0,V2V,flow_east.2,flow_east.1,-90.81,113.81,1394.00,True
43.0,V2V,flow_east.2,flow_east.3,-84.29,107.29,658.23,True
43.0,V2V,flow_east.2,flow_west.1,-94.37,117.37,2100.46,True
43.0,V2V,flow_east.2,flow_west.2,-55.32,78.32,23.43,True
43.0,V2V,flow_east.2,flow_west.3,-74.72,97.72,218.59,True
43.0,V2V,flow_east.2,vehicle_0,-68.35,91.35,105.03,True
43.0,V2V,flow_east.2,vehicle_1,-78.47,101.47,336.73,True
43.0,V2V,flow_east.2,vehicle_2,-69.77,92.77,123.60,True
43.0,V2V,flow_east.3,flow_east.1,-85.26,108.26,735.77,True
43.0,V2V,flow_east.3,flow_east.2,-84.29,107.29,658.23,True
43.0,V2V,flow_east.3,flow_west.1,-91.11,114.11,1442.24,True
43.0,V2V,flow_east.3,flow_west.2,-84.02,107.02,637.46,True
43.0,V2V,flow_east.3,flow_west.3,-80.80,103.80,440.03,True
43.0,V2V,flow_east.3,vehicle_0,-82.79,105.79,553.20,True
43.0,V2V,flow_east.3,vehicle_1,-78.07,101.07,321.50,True
43.0,V2V,flow_east.3,vehicle_2,-85.79,108.79,781.83,True
43.0,V2V,flow_west.1,flow_east.1,-84.91,107.91,706.51,True
43.0,V2V,flow_west.1,flow_east.2,-94.37,117.37,2100.46,True
43.0,V2V,flow_west.1,flow_east.3,-91.11,114.11,1442.24,True
43.0,V2V,flow_west.1,flow_west.2,-94.29,117.29,2079.57,True
43.0,V2V,flow_west.1,flow_west.3,-93.42,116.42,1882.10,True
43.0,V2V,flow_west.1,vehicle_0,-93.93,116.93,1995.43,True
43.0,V2V,flow_west.1,vehicle_1,-92.86,115.86,1763.73,True
43.0,V2V,flow_west.1,vehicle_2,-94.87,117.87,2224.06,True
43.0,V2V,flow_west.2,flow_east.1,-90.68,113.68,1373.17,True
43.0,V2V,flow_west.2,flow_east.2,-55.32,78.32,23.43,True
43.0,V2V,flow_west.2,flow_east.3,-84.02,107.02,637.46,True
43.0,V2V,flow_west.2,flow_west.1,-94.29,117.29,2079.57,True
43.0,V2V,flow_west.2,flow_west.3,-73.84,96.84,197.47,True
43.0,V2V,flow_west.2,vehicle_0,-66.50,89.50,84.84,True
43.0,V2V,flow_west.2,vehicle_1,-77.92,100.92,316.05,True
43.0,V2V,flow_west.2,vehicle_2,-71.15,94.15,144.86,True
43.0,V2V,flow_west.3,flow_east.1,-89.33,112.33,1175.72,True
43.0,V2V,flow_west.3,flow_east.2,-74.72,97.72,218.59,True
43.0,V2V,flow_west.3,flow_east.3,-80.80,103.80,440.03,True
43.0,V2V,flow_west.3,flow_west.1,-93.42,116.42,1882.10,True
43.0,V2V,flow_west.3,flow_west.2,-73.84,96.84,197.47,True
43.0,V2V,flow_west.3,vehicle_0,-69.05,92.05,113.80,True
43.0,V2V,flow_west.3,vehicle_1,-69.43,92.43,118.88,True
43.0,V2V,flow_west.3,vehicle_2,-78.61,101.61,342.10,True
43.0,V2V,vehicle_0,flow_east.1,-90.13,113.13,1288.97,True
43.0,V2V,vehicle_0,flow_east.2,-68.35,91.35,105.03,True
43.0,V2V,vehicle_0,flow_east.3,-82.79,105.79,553.20,True
43.0,V2V,vehicle_0,flow_west.1,-93.93,116.93,1995.43,True
43.0,V2V,vehicle_0,flow_west.2,-66.50,89.50,84.84,True
43.0,V2V,vehicle_0,flow_west.3,-69.05,92.05,113.80,True
43.0,V2V,vehicle_0,vehicle_1,-75.23,98.23,231.70,True
43.0,V2V,vehicle_0,vehicle_2,-75.11,98.11,228.63,True
43.0,V2V,vehicle_1,flow_east.1,-88.41,111.41,1057.27,True
43.0,V2V,vehicle_1,flow_east.2,-78.47,101.47,336.73,True
43.0,V2V,vehicle_1,flow_east.3,-78.07,101.07,321.50,True
43.0,V2V,vehicle_1,flow_west.1,-92.86,115.86,1763.73,True
43.0,V2V,vehicle_1,flow_west.2,-77.92,100.92,316.05,True
43.0,V2V,vehicle_1,flow_west.3,-69.43,92.43,118.88,True
43.0,V2V,vehicle_1,vehicle_0,-75.23,98.23,231.70,True
43.0,V2V,vehicle_1,vehicle_2,-81.19,104.19,460.33,True
43.0,V2V,vehicle_2,flow_east.1,-91.55,114.55,1517.60,True
43.0,V2V,vehicle_2,flow_east.2,-69.77,92.77,123.60,True
43.0,V2V,vehicle_2,flow_east.3,-85.79,108.79,781.83,True
43.0,V2V,vehicle_2,flow_west.1,-94.87,117.87,2224.06,True
43.0,V2V,vehicle_2,flow_west.2,-71.15,94.15,144.86,True
43.0,V2V,vehicle_2,flow_west.3,-78.61,101.61,342.10,True
43.0,V2V,vehicle_2,vehicle_0,-75.11,98.11,228.63,True
43.0,V2V,vehicle_2,vehicle_1,-81.19,104.19,460.33,True
44.0,V2I,BS_1,flow_east.1,-77.63,107.63,683.75,True
44.0,V2I,BS_1,flow_east.2,-81.58,111.58,1078.38,True
44.0,V2I,BS_1,flow_east.3,-76.34,106.34,589.43,True
44.0,V2I,BS_1,flow_west.1,-83.53,113.53,1348.97,True
44.0,V2I,BS_1,flow_west.2,-80.66,110.66,969.23,True
44.0,V2I,BS_1,flow_west.3,-79.05,109.05,805.73,True
44.0,V2I,BS_1,vehicle_0,-80.85,110.85,991.06,True
44.0,V2I,BS_1,vehicle_1,-78.99,108.99,799.92,True
44.0,V2I,BS_1,vehicle_2,-82.45,112.45,1192.18,True
44.0,V2V,flow_east.1,flow_east.2,-90.84,113.84,1398.60,True
44.0,V2V,flow_east.1,flow_east.3,-85.30,108.30,738.87,True
44.0,V2V,flow_east.1,flow_west.1,-86.00,109.00,800.77,True
44.0,V2V,flow_east.1,flow_west.2,-90.06,113.06,1278.81,True
44.0,V2V,flow_east.1,flow_west.3,-88.59,111.59,1079.62,True
44.0,V2V,flow_east.1,vehicle_0,-90.19,113.19,1297.93,True
44.0,V2V,flow_east.1,vehicle_1,-88.46,111.46,1063.47,True
44.0,V2V,flow_east.1,vehicle_2,-91.60,114.60,1526.30,True
44.0,V2V,flow_east.2,flow_east.1,-90.84,113.84,1398.60,True
44.0,V2V,flow_east.2,flow_east.3,-84.31,107.31,659.73,True
44.0,V2V,flow_east.2,flow_west.1,-94.77,117.77,2199.33,True
44.0,V2V,flow_east.2,flow_west.2,-69.53,92.53,120.31,True
44.0,V2V,flow_east.2,flow_west.3,-78.01,101.01,319.21,True
44.0,V2V,flow_east.2,vehicle_0,-67.99,90.99,100.67,True
44.0,V2V,flow_east.2,vehicle_1,-78.43,101.43,335.13,True
44.0,V2V,flow_east.2,vehicle_2,-70.05,93.05,127.70,True
44.0,V2V,flow_east.3,flow_east.1,-85.30,108.30,738.87,True
44.0,V2V,flow_east.3,flow_east.2,-84.31,107.31,659.73,True
44.0,V2V,flow_east.3,flow_west.1,-91.68,114.68,1539.60,True
44.0,V2V,flow_east.3,flow_west.2,-82.58,105.58,540.01,True
44.0,V2V,flow_east.3,flow_west.3,-78.58,101.58,340.87,True
44.0,V2V,flow_east.3,vehicle_0,-82.88,105.88,559.07,True
44.0,V2V,flow_east.3,vehicle_1,-78.15,101.15,324.60,True
44.0,V2V,flow_east.3,vehicle_2,-85.85,108.85,787.43,True
44.0,V2V,flow_west.1,flow_east.1,-86.00,109.00,800.77,True
44.0,V2V,flow_west.1,flow_east.2,-94.77,117.77,2199.33,True
44.0,V2V,flow_west.1,flow_east.3,-91.68,114.68,1539.60,True
44.0,V2V,flow_west.1,flow_west.2,-94.29,117.29,2079.47,True
44.0,V2V,flow_west.1,flow_west.3,-93.41,116.41,1880.27,True
44.0,V2V,flow_west.1,vehicle_0,-94.37,117.37,2098.66,True
44.0,V2V,flow_west.1,vehicle_1,-93.34,116.34,1864.20,True
44.0,V2V,flow_west.1,vehicle_2,-95.26,118.26,2327.02,True
44.0,V2V,flow_west.2,flow_east.1,-90.06,113.06,1278.81,True
44.0,V2V,flow_west.2,flow_east.2,-69.53,92.53,120.31,True
44.0,V2V,flow_west.2,flow_east.3,-82.58,105.58,540.01,True
44.0,V2V,flow_west.2,flow_west.1,-94.29,117.29,2079.47,True
44.0,V2V,flow_west.2,flow_west.3,-73.91,96.91,199.20,True
44.0,V2V,flow_west.2,vehicle_0,-54.75,77.75,21.93,True
44.0,V2V,flow_west.2,vehicle_1,-74.60,97.60,215.56,True
44.0,V2V,flow_west.2,vehicle_2,-75.81,98.81,247.76,True
44.0,V2V,flow_west.3,flow_east.1,-88.59,111.59,1079.62,True
44.0,V2V,flow_west.3,flow_east.2,-78.01,101.01,319.21,True
44.0,V2V,flow_west.3,flow_east.3,-78.58,101.58,340.87,True
44.0,V2V,flow_west.3,flow_west.1,-93.41,116.41,1880.27,True
44.0,V2V,flow_west.3,flow_west.2,-73.91,96.91,199.20,True
44.0,V2V,flow_west.3,vehicle_0,-74.72,97.72,218.63,True
44.0,V2V,flow_west.3,vehicle_1,-53.64,76.64,19.31,True
44.0,V2V,flow_west.3,vehicle_2,-80.93,103.93,446.86,True
44.0,V2V,vehicle_0,flow_east.1,-90.19,113.19,1297.93,True
44.0,V2V,vehicle_0,flow_east.2,-67.99,90.99,100.67,True
44.0,V2V,vehicle_0,flow_east.3,-82.88,105.88,559.07,True
44.0,V2V,vehicle_0,flow_west.1,-94.37,117.37,2098.66,True
44.0,V2V,vehicle_0,flow_west.2,-54.75,77.75,21.93,True
44.0,V2V,vehicle_0,flow_west.3,-74.72,97.72,218.63,True
44.0,V2V,vehicle_0,vehicle_1,-75.33,98.33,234.47,True
44.0,V2V,vehicle_0,vehicle_2,-75.10,98.10,228.37,True
44.0,V2V,vehicle_1,flow_east.1,-88.46,111.46,1063.47,True
44.0,V2V,vehicle_1,flow_east.2,-78.43,101.43,335.13,True
44.0,V2V,vehicle_1,flow_east.3,-78.15,101.15,324.60,True
44.0,V2V,vehicle_1,flow_west.1,-93.34,116.34,1864.20,True
44.0,V2V,vehicle_1,flow_west.2,-74.60,97.60,215.56,True
44.0,V2V,vehicle_1,flow_west.3,-53.64,76.64,19.31,True
44.0,V2V,vehicle_1,vehicle_0,-75.33,98.33,234.47,True
44.0,V2V,vehicle_1,vehicle_2,-81.24,104.24,462.83,True
44.0,V2V,vehicle_2,flow_east.1,-91.60,114.60,1526.30,True
44.0,V2V,vehicle_2,flow_east.2,-70.05,93.05,127.70,True
44.0,V2V,vehicle_2,flow_east.3,-85.85,108.85,787.43,True
44.0,V2V,vehicle_2,flow_west.1,-95.26,118.26,2327.02,True
44.0,V2V,vehicle_2,flow_west.2,-75.81,98.81,247.76,True
44.0,V2V,vehicle_2,flow_west.3,-80.93,103.93,446.86,True
44.0,V2V,vehicle_2,vehicle_0,-75.10,98.10,228.37,True
44.0,V2V,vehicle_2,vehicle_1,-81.24,104.24,462.83,True
45.0,V2I,BS_1,flow_east.1,-77.27,107.27,656.19,True
45.0,V2I,BS_1,flow_east.2,-81.92,111.92,1121.10,True
45.0,V2I,BS_1,flow_east.3,-76.68,106.68,613.34,True
45.0,V2I,BS_1,flow_west.1,-83.85,113.85,1399.55,True
45.0,V2I,BS_1,flow_west.2,-80.26,110.26,925.68,True
45.0,V2I,BS_1,flow_west.3,-78.60,108.60,764.75,True
45.0,V2I,BS_1,vehicle_0,-81.25,111.25,1037.60,True
45.0,V2I,BS_1,vehicle_1,-79.40,109.40,838.99,True
45.0,V2I,BS_1,vehicle_2,-82.80,112.80,1241.24,True
45.0,V2V,flow_east.1,flow_east.2,-90.87,113.87,1403.90,True
45.0,V2V,flow_east.1,flow_east.3,-85.34,108.34,742.03,True
45.0,V2V,flow_east.1,flow_west.1,-86.99,109.99,898.16,True
45.0,V2V,flow_east.1,flow_west.2,-89.40,112.40,1184.35,True
45.0,V2V,flow_east.1,flow_west.3,-87.78,110.78,983.16,True
45.0,V2V,flow_east.1,vehicle_0,-90.27,113.27,1308.90,True
45.0,V2V,flow_east.1,vehicle_1,-88.52,111.52,1070.63,True
45.0,V2V,flow_east.1,vehicle_2,-91.66,114.66,1537.40,True
45.0,V2V,flow_east.2,flow_east.1,-90.87,113.87,1403.90,True
45.0,V2V,flow_east.2,flow_east.3,-84.34,107.34,661.87,True
45.0,V2V,flow_east.2,flow_west.1,-95.17,118.17,2302.02,True
45.0,V2V,flow_east.2,flow_west.2,-74.77,97.77,219.86,True
45.0,V2V,flow_east.2,flow_west.3,-80.41,103.41,420.94,True
45.0,V2V,flow_east.2,vehicle_0,-67.48,90.48,95.00,True
45.0,V2V,flow_east.2,vehicle_1,-78.38,101.38,333.27,True
45.0,V2V,flow_east.2,vehicle_2,-70.44,93.44,133.50,True
45.0,V2V,flow_east.3,flow_east.1,-85.34,108.34,742.03,True
45.0,V2V,flow_east.3,flow_east.2,-84.34,107.34,661.87,True
45.0,V2V,flow_east.3,flow_west.1,-92.23,115.23,1640.17,True
45.0,V2V,flow_east.3,flow_west.2,-80.84,103.84,442.40,True
45.0,V2V,flow_east.3,flow_west.3,-75.58,98.58,241.30,True
45.0,V2V,flow_east.3,vehicle_0,-83.00,106.00,566.87,True
45.0,V2V,flow_east.3,vehicle_1,-78.26,101.26,328.60,True
45.0,V2V,flow_east.3,vehicle_2,-85.94,108.94,795.37,True
45.0,V2V,flow_west.1,flow_east.1,-86.99,109.99,898.16,True
45.0,V2V,flow_west.1,flow_east.2,-95.17,118.17,2302.02,True
45.0,V2V,flow_west.1,flow_east.3,-92.23,115.23,1640.17,True
45.0,V2V,flow_west.1,flow_west.2,-94.30,117.30,2082.40,True
45.0,V2V,flow_west.1,flow_west.3,-93.42,116.42,1881.20,True
45.0,V2V,flow_west.1,vehicle_0,-94.80,117.80,2207.03,True
45.0,V2V,flow_west.1,vehicle_1,-93.81,116.81,1968.76,True
45.0,V2V,flow_west.1,vehicle_2,-95.66,118.66,2435.52,True
45.0,V2V,flow_west.2,flow_east.1,-89.40,112.40,1184.35,True
45.0,V2V,flow_west.2,flow_east.2,-74.77,97.77,219.86,True
45.0,V2V,flow_west.2,flow_east.3,-80.84,103.84,442.40,True
45.0,V2V,flow_west.2,flow_west.1,-94.30,117.30,2082.40,True
45.0,V2V,flow_west.2,flow_west.3,-74.00,97.00,201.20,True
45.0,V2V,flow_west.2,vehicle_0,-69.87,92.87,125.06,True
45.0,V2V,flow_west.2,vehicle_1,-69.08,92.08,114.17,True
45.0,V2V,flow_west.2,vehicle_2,-78.89,101.89,353.26,True
45.0,V2V,flow_west.3,flow_east.1,-87.78,110.78,983.16,True
45.0,V2V,flow_west.3,flow_east.2,-80.41,103.41,420.94,True
45.0,V2V,flow_west.3,flow_east.3,-75.58,98.58,241.30,True
45.0,V2V,flow_west.3,flow_west.1,-93.42,116.42,1881.20,True
45.0,V2V,flow_west.3,flow_west.2,-74.00,97.00,201.20,True
45.0,V2V,flow_west.3,vehicle_0,-78.19,101.19,325.97,True
45.0,V2V,flow_west.3,vehicle_1,-66.83,89.83,88.18,True
45.0,V2V,flow_west.3,vehicle_2,-82.80,105.80,554.40,True
45.0,V2V,vehicle_0,flow_east.1,-90.27,113.27,1308.90,True
45.0,V2V,vehicle_0,flow_east.2,-67.48,90.48,95.00,True
45.0,V2V,vehicle_0,flow_east.3,-83.00,106.00,566.87,True
45.0,V2V,vehicle_0,flow_west.1,-94.80,117.80,2207.03,True
45.0,V2V,vehicle_0,flow_west.2,-69.87,92.87,125.06,True
45.0,V2V,vehicle_0,flow_west.3,-78.19,101.19,325.97,True
45.0,V2V,vehicle_0,vehicle_1,-75.47,98.47,238.27,True
45.0,V2V,vehicle_0,vehicle_2,-75.11,98.11,228.50,True
45.0,V2V,vehicle_1,flow_east.1,-88.52,111.52,1070.63,True
45.0,V2V,vehicle_1,flow_east.2,-78.38,101.38,333.27,True
45.0,V2V,vehicle_1,flow_east.3,-78.26,101.26,328.60,True
45.0,V2V,vehicle_1,flow_west.1,-93.81,116.81,1968.76,True
45.0,V2V,vehicle_1,flow_west.2,-69.08,92.08,114.17,True
45.0,V2V,vehicle_1,flow_west.3,-66.83,89.83,88.18,True
45.0,V2V,vehicle_1,vehicle_0,-75.47,98.47,238.27,True
45.0,V2V,vehicle_1,vehicle_2,-81.31,104.31,466.77,True
45.0,V2V,vehicle_2,flow_east.1,-91.66,114.66,1537.40,True
45.0,V2V,vehicle_2,flow_east.2,-70.44,93.44,133.50,True
45.0,V2V,vehicle_2,flow_east.3,-85.94,108.94,795.37,True
45.0,V2V,vehicle_2,flow_west.1,-95.66,118.66,2435.52,True
45.0,V2V,vehicle_2,flow_west.2,-78.89,101.89,353.26,True
45.0,V2V,vehicle_2,flow_west.3,-82.80,105.80,554.40,True
45.0,V2V,vehicle_2,vehicle_0,-75.11,98.11,228.50,True
45.0,V2V,vehicle_2,vehicle_1,-81.31,104.31,466.77,True
46.0,V2I,BS_1,flow_east.1,-76.90,106.90,628.85,True
46.0,V2I,BS_1,flow_east.2,-82.24,112.24,1163.63,True
46.0,V2I,BS_1,flow_east.3,-77.04,107.04,639.05,True
46.0,V2I,BS_1,flow_west.1,-84.14,114.14,1448.19,True
46.0,V2I,BS_1,flow_west.2,-79.85,109.85,883.11,True
46.0,V2I,BS_1,flow_west.3,-78.14,108.14,725.50,True
46.0,V2I,BS_1,vehicle_0,-81.61,111.61,1081.93,True
46.0,V2I,BS_1,vehicle_1,-79.82,109.82,880.23,True
46.0,V2I,BS_1,vehicle_2,-83.14,113.14,1290.25,True
46.0,V2V,flow_east.1,flow_east.2,-90.89,113.89,1405.90,True
46.0,V2V,flow_east.1,flow_east.3,-85.33,108.33,741.50,True
46.0,V2V,flow_east.1,flow_west.1,-87.89,110.89,995.79,True
46.0,V2V,flow_east.1,flow_west.2,-88.66,111.66,1087.45,True
46.0,V2V,flow_east.1,flow_west.3,-86.86,109.86,884.23,True
46.0,V2V,flow_east.1,vehicle_0,-90.30,113.30,1313.97,True
46.0,V2V,flow_east.1,vehicle_1,-88.57,111.57,1076.47,True
46.0,V2V,flow_east.1,vehicle_2,-91.71,114.71,1545.40,True
46.0,V2V,flow_east.2,flow_east.1,-90.89,113.89,1405.90,True
46.0,V2V,flow_east.2,flow_east.3,-84.38,107.38,664.40,True
46.0,V2V,flow_east.2,flow_west.1,-95.54,118.54,2401.66,True
46.0,V2V,flow_east.2,flow_west.2,-77.99,100.99,318.68,True
46.0,V2V,flow_east.2,flow_west.3,-82.28,105.28,521.84,True
46.0,V2V,flow_east.2,vehicle_0,-67.20,90.20,91.93,True
46.0,V2V,flow_east.2,vehicle_1,-78.28,101.28,329.43,True
46.0,V2V,flow_east.2,vehicle_2,-70.82,93.82,139.50,True
46.0,V2V,flow_east.3,flow_east.1,-85.33,108.33,741.50,True
46.0,V2V,flow_east.3,flow_east.2,-84.38,107.38,664.40,True
46.0,V2V,flow_east.3,flow_west.1,-92.72,115.72,1737.27,True
46.0,V2V,flow_east.3,flow_west.2,-78.71,101.71,346.06,True
46.0,V2V,flow_east.3,flow_west.3,-71.04,94.04,143.06,True
46.0,V2V,flow_east.3,vehicle_0,-83.08,106.08,572.47,True
46.0,V2V,flow_east.3,vehicle_1,-78.43,101.43,334.97,True
46.0,V2V,flow_east.3,vehicle_2,-86.03,109.03,803.90,True
46.0,V2V,flow_west.1,flow_east.1,-87.89,110.89,995.79,True
46.0,V2V,flow_west.1,flow_east.2,-95.54,118.54,2401.66,True
46.0,V2V,flow_west.1,flow_east.3,-92.72,115.72,1737.27,True
46.0,V2V,flow_west.1,flow_west.2,-94.30,117.30,2083.13,True
46.0,V2V,flow_west.1,flow_west.3,-93.41,116.41,1879.90,True
46.0,V2V,flow_west.1,vehicle_0,-95.20,118.20,2309.72,True
46.0,V2V,flow_west.1,vehicle_1,-94.26,117.26,2072.23,True
46.0,V2V,flow_west.1,vehicle_2,-96.03,119.03,2541.16,True
46.0,V2V,flow_west.2,flow_east.1,-88.66,111.66,1087.45,True
46.0,V2V,flow_west.2,flow_east.2,-77.99,100.99,318.68,True
46.0,V2V,flow_west.2,flow_east.3,-78.71,101.71,346.06,True
46.0,V2V,flow_west.2,flow_west.1,-94.30,117.30,2083.13,True
46.0,V2V,flow_west.2,flow_west.3,-74.09,97.09,203.23,True
46.0,V2V,flow_west.2,vehicle_0,-75.04,98.04,226.82,True
46.0,V2V,flow_west.2,vehicle_1,-51.61,74.61,15.27,True
46.0,V2V,flow_west.2,vehicle_2,-81.15,104.15,458.12,True
46.0,V2V,flow_west.3,flow_east.1,-86.86,109.86,884.23,True
46.0,V2V,flow_west.3,flow_east.2,-82.28,105.28,521.84,True
46.0,V2V,flow_west.3,flow_east.3,-71.04,94.04,143.06,True
46.0,V2V,flow_west.3,flow_west.1,-93.41,116.41,1879.90,True
46.0,V2V,flow_west.3,flow_west.2,-74.09,97.09,203.23,True
46.0,V2V,flow_west.3,vehicle_0,-80.60,103.60,429.93,True
46.0,V2V,flow_west.3,vehicle_1,-73.62,96.62,192.60,True
46.0,V2V,flow_west.3,vehicle_2,-84.34,107.34,661.32,True
46.0,V2V,vehicle_0,flow_east.1,-90.30,113.30,1313.97,True
46.0,V2V,vehicle_0,flow_east.2,-67.20,90.20,91.93,True
46.0,V2V,vehicle_0,flow_east.3,-83.08,106.08,572.47,True
46.0,V2V,vehicle_0,flow_west.1,-95.20,118.20,2309.72,True
46.0,V2V,vehicle_0,flow_west.2,-75.04,98.04,226.82,True
46.0,V2V,vehicle_0,flow_west.3,-80.60,103.60,429.93,True
46.0,V2V,vehicle_0,vehicle_1,-75.44,98.44,237.50,True
46.0,V2V,vehicle_0,vehicle_2,-75.22,98.22,231.43,True
46.0,V2V,vehicle_1,flow_east.1,-88.57,111.57,1076.47,True
46.0,V2V,vehicle_1,flow_east.2,-78.28,101.28,329.43,True
46.0,V2V,vehicle_1,flow_east.3,-78.43,101.43,334.97,True
46.0,V2V,vehicle_1,flow_west.1,-94.26,117.26,2072.23,True
46.0,V2V,vehicle_1,flow_west.2,-51.61,74.61,15.27,True
46.0,V2V,vehicle_1,flow_west.3,-73.62,96.62,192.60,True
46.0,V2V,vehicle_1,vehicle_0,-75.44,98.44,237.50,True
46.0,V2V,vehicle_1,vehicle_2,-81.35,104.35,468.93,True
46.0,V2V,vehicle_2,flow_east.1,-91.71,114.71,1545.40,True
46.0,V2V,vehicle_2,flow_east.2,-70.82,93.82,139.50,True
46.0,V2V,vehicle_2,flow_east.3,-86.03,109.03,803.90,True
46.0,V2V,vehicle_2,flow_west.1,-96.03,119.03,2541.16,True
46.0,V2V,vehicle_2,flow_west.2,-81.15,104.15,458.12,True
46.0,V2V,vehicle_2,flow_west.3,-84.34,107.34,661.32,True
46.0,V2V,vehicle_2,vehicle_0,-75.22,98.22,231.43,True
46.0,V2V,vehicle_2,vehicle_1,-81.35,104.35,468.93,True
47.0,V2I,BS_1,flow_east.1,-76.55,106.55,603.89,True
47.0,V2I,BS_1,flow_east.2,-82.57,112.57,1207.54,True
47.0,V2I,BS_1,flow_east.3,-77.42,107.42,667.79,True
47.0,V2I,BS_1,flow_west.1,-84.43,114.43,1497.37,True
47.0,V2I,BS_1,flow_west.2,-79.45,109.45,843.70,True
47.0,V2I,BS_1,flow_west.3,-77.68,107.68,688.09,True
47.0,V2I,BS_1,vehicle_0,-81.98,111.98,1128.36,True
47.0,V2I,BS_1,vehicle_1,-80.22,110.22,922.24,True
47.0,V2I,BS_1,vehicle_2,-83.46,113.46,1338.23,True
47.0,V2V,flow_east.1,flow_east.2,-90.91,113.91,1409.30,True
47.0,V2V,flow_east.1,flow_east.3,-85.34,108.34,742.80,True
