baseline_name,bs_capacity,seed,total_links,outage_count,outage_rate,mean_throughput_mbps,p05_throughput_mbps,bs_load_mean,bs_load_max,bs_load_min
nearest,10,N/A,4123,3562,0.863934028619937,57.309240844045604,0.0,9.19672131147541,10,1
