baseline_name,bs_capacity,seed,total_links,outage_count,outage_rate,mean_throughput_mbps,p05_throughput_mbps,bs_load_mean,bs_load_max,bs_load_min
random,10,42,4123,3562,0.863934028619937,28.01091438273102,0.0,9.19672131147541,10,1
