timestamp,vehicle_id,desired_bs_id,assigned_bs_id,accepted,baseline_name,score,throughput_truth,snr_db_truth
4.0,ns_3,BS_1,BS_1,1,nearest,-139.36168914016505,440.00000000000006,20.007229156998072
4.0,se_0,BS_1,,0,nearest,-316.4378847420138,0.0,
4.0,se_1,BS_1,,0,nearest,-324.9494886901655,0.0,
4.0,se_2,BS_1,,0,nearest,-334.1702286260702,0.0,
4.0,sn_0,BS_1,BS_1,1,nearest,-302.4075602560227,38.0,-2.022770843001924
4.0,sn_1,BS_1,,0,nearest,-308.59811146538146,0.0,
4.0,sn_2,BS_1,,0,nearest,-315.2547193936992,0.0,
4.0,sn_3,BS_1,,0,nearest,-322.38071964681757,0.0,
4.0,sn_4,BS_1,,0,nearest,-330.53836766705314,0.0,
4.0,we_0,BS_1,,0,nearest,-302.89775502634546,0.0,
4.0,we_1,BS_1,,0,nearest,-308.6105176431937,0.0,
4.0,we_2,BS_1,,0,nearest,-314.7851133710106,0.0,
4.0,we_3,BS_1,,0,nearest,-321.4250326281387,0.0,
4.0,we_4,BS_1,,0,nearest,-329.42399730438586,0.0,
4.0,we_5,BS_1,,0,nearest,-336.1140431460727,0.0,
4.0,wn_0,BS_1,,0,nearest,-315.301122896827,0.0,
4.0,wn_1,BS_1,,0,nearest,-323.75036756735886,0.0,
4.0,wn_2,BS_1,,0,nearest,-332.90407702519957,0.0,
5.0,ew_0,BS_1,BS_1,1,nearest,-124.35051266480569,440.00000000000006,21.297229156998068
5.0,ew_1,BS_1,BS_1,1,nearest,-126.1224500237765,440.00000000000006,20.77722915699807
5.0,ew_2,BS_1,BS_1,1,nearest,-128.33337991341148,440.00000000000006,20.927229156998077
5.0,ew_3,BS_1,BS_1,1,nearest,-131.03362163963874,440.00000000000006,20.337229156998077
5.0,ew_4,BS_1,BS_1,1,nearest,-134.92520150068333,440.00000000000006,20.657229156998085
5.0,ew_5,BS_1,BS_1,1,nearest,-138.3215688170142,440.00000000000006,20.437229156998065
5.0,ns_0,BS_1,BS_1,1,nearest,-127.5720678675391,440.00000000000006,20.677229156998074
5.0,ns_1,BS_1,BS_1,1,nearest,-129.48290080161163,440.00000000000006,20.417229156998076
5.0,ns_2,BS_1,BS_1,1,nearest,-131.87043830972885,440.00000000000006,20.71722915699807
5.0,ns_3,BS_1,BS_1,1,nearest,-134.7851045182664,440.00000000000006,20.707229156998075
5.0,ns_4,BS_1,,0,nearest,-138.76913381584538,0.0,
5.0,ns_5,BS_1,,0,nearest,-142.43216771502145,0.0,
5.0,se_0,BS_1,,0,nearest,-309.0734005054463,0.0,
5.0,se_1,BS_1,,0,nearest,-317.27635855827646,0.0,
5.0,se_2,BS_1,,0,nearest,-326.18233551190355,0.0,
5.0,sn_0,BS_1,,0,nearest,-293.70943549705714,0.0,
5.0,sn_1,BS_1,,0,nearest,-299.5913656966769,0.0,
5.0,sn_2,BS_1,,0,nearest,-305.93697079627367,0.0,
5.0,sn_3,BS_1,,0,nearest,-312.7498431654283,0.0,
5.0,sn_4,BS_1,,0,nearest,-321.7031434412788,0.0,
5.0,sn_5,BS_1,,0,nearest,-328.57281323931835,0.0,
5.0,we_0,BS_1,,0,nearest,-294.6958601677329,0.0,
5.0,we_1,BS_1,,0,nearest,-300.1039779809658,0.0,
5.0,we_2,BS_1,,0,nearest,-305.97129865397505,0.0,
5.0,we_3,BS_1,,0,nearest,-312.30154274354777,0.0,
5.0,we_4,BS_1,,0,nearest,-321.0924633185899,0.0,
5.0,we_5,BS_1,,0,nearest,-327.4768083391555,0.0,
5.0,we_6,BS_1,,0,nearest,-334.3279593453111,0.0,
5.0,wn_0,BS_1,,0,nearest,-307.92504363886997,0.0,
5.0,wn_1,BS_1,,0,nearest,-316.06036575312635,0.0,
5.0,wn_2,BS_1,,0,nearest,-324.90164296291266,0.0,
5.0,wn_3,BS_1,,0,nearest,-334.6219031982216,0.0,
6.0,ew_0,BS_1,BS_1,1,nearest,-122.25567471491865,440.00000000000006,20.847229156998075
6.0,ew_1,BS_1,BS_1,1,nearest,-123.53950946964295,440.00000000000006,20.757229156998072
6.0,ew_2,BS_1,BS_1,1,nearest,-125.21961667406589,440.00000000000006,20.81722915699807
6.0,ew_3,BS_1,BS_1,1,nearest,-127.3515606500368,440.00000000000006,20.97722915699808
6.0,ew_4,BS_1,BS_1,1,nearest,-131.03362163963874,440.00000000000006,20.337229156998077
6.0,ew_5,BS_1,BS_1,1,nearest,-133.9195967735865,440.00000000000006,20.05722915699807
6.0,ew_6,BS_1,,0,nearest,-137.31413474220346,0.0,
6.0,ns_0,BS_1,BS_1,1,nearest,-125.38633298729172,440.00000000000006,21.027229156998075
6.0,ns_1,BS_1,BS_1,1,nearest,-126.76295042322106,440.00000000000006,20.877229156998077
6.0,ns_2,BS_1,BS_1,1,nearest,-128.5741517568753,440.00000000000006,21.057229156998076
6.0,ns_3,BS_1,BS_1,1,nearest,-130.8766151762797,440.00000000000006,20.257229156998076
6.0,ns_4,BS_1,,0,nearest,-134.63421741890133,0.0,
6.0,ns_5,BS_1,,0,nearest,-137.75082722074666,0.0,
6.0,ns_6,BS_1,,0,nearest,-141.40955731491417,0.0,
6.0,se_0,BS_1,,0,nearest,-301.74522365730996,0.0,
6.0,se_1,BS_1,,0,nearest,-309.63558419535696,0.0,
6.0,se_2,BS_1,,0,nearest,-318.22636612952107,0.0,
6.0,se_3,BS_1,,0,nearest,-328.2779030029283,0.0,
6.0,sn_0,BS_1,,0,nearest,-285.06250630344215,0.0,
6.0,sn_1,BS_1,,0,nearest,-290.6359551053516,0.0,
6.0,sn_2,BS_1,,0,nearest,-296.6704267364713,0.0,
6.0,sn_3,BS_1,,0,nearest,-303.16978807262444,0.0,
6.0,sn_4,BS_1,,0,nearest,-312.9068751242133,0.0,
6.0,sn_5,BS_1,,0,nearest,-319.46785378187894,0.0,
6.0,sn_6,BS_1,,0,nearest,-326.4974335274322,0.0,
6.0,sn_7,BS_1,,0,nearest,-333.99866406918454,0.0,
6.0,we_0,BS_1,,0,nearest,-286.54188175552974,0.0,
6.0,we_1,BS_1,,0,nearest,-291.6458873359952,0.0,
6.0,we_2,BS_1,,0,nearest,-297.2061971090105,0.0,
6.0,we_3,BS_1,,0,nearest,-303.22677256469285,0.0,
6.0,we_4,BS_1,,0,nearest,-312.7979699422616,0.0,
6.0,we_5,BS_1,,0,nearest,-318.8768571094491,0.0,
6.0,we_6,BS_1,,0,nearest,-325.420417921187,0.0,
6.0,we_7,BS_1,,0,nearest,-332.4318811425884,0.0,
6.0,wn_0,BS_1,,0,nearest,-300.57685938874266,0.0,
6.0,wn_1,BS_1,,0,nearest,-308.40200858619585,0.0,
6.0,wn_2,BS_1,,0,nearest,-316.9305294540114,0.0,
6.0,wn_3,BS_1,,0,nearest,-327.1690700540013,0.0,
7.0,ew_0,BS_1,BS_1,1,nearest,-120.79673008819402,440.00000000000006,21.097229156998083
7.0,ew_1,BS_1,BS_1,1,nearest,-121.61467181224478,440.00000000000006,21.467229156998073
7.0,ew_2,BS_1,BS_1,1,nearest,-122.77934842635386,440.00000000000006,21.35722915699807
7.0,ew_3,BS_1,BS_1,1,nearest,-124.35051266480569,440.00000000000006,21.297229156998068
7.0,ew_4,BS_1,BS_1,1,nearest,-127.65895973256245,440.00000000000006,20.56722915699808
7.0,ew_5,BS_1,BS_1,1,nearest,-130.0347661204495,440.00000000000006,20.967229156998073
7.0,ew_6,BS_1,,0,nearest,-132.89154826398857,0.0,
7.0,ew_7,BS_1,,0,nearest,-136.2726106009568,0.0,
7.0,ew_8,BS_1,,0,nearest,-140.21643983499226,0.0,
7.0,ns_0,BS_1,BS_1,1,nearest,-123.8924230935855,440.00000000000006,21.527229156998075
7.0,ns_1,BS_1,BS_1,1,nearest,-124.75555939516283,440.00000000000006,20.81722915699807
7.0,ns_2,BS_1,BS_1,1,nearest,-126.00330352812183,440.00000000000006,20.947229156998077
7.0,ns_3,BS_1,BS_1,1,nearest,-127.69758180952371,440.00000000000006,20.527229156998068
7.0,ns_4,BS_1,,0,nearest,-131.05866053031366,0.0,
7.0,ns_5,BS_1,,0,nearest,-133.6253658554393,0.0,
7.0,ns_6,BS_1,,0,nearest,-136.70888376400416,0.0,
7.0,ns_7,BS_1,,0,nearest,-140.35159421965966,0.0,
7.0,se_0,BS_1,,0,nearest,-294.452038369579,0.0,
7.0,se_1,BS_1,,0,nearest,-302.02962122944166,0.0,
7.0,se_2,BS_1,,0,nearest,-310.30477598644853,0.0,
7.0,se_3,BS_1,,0,nearest,-320.8697101628635,0.0,
7.0,se_4,BS_1,,0,nearest,-329.5686766062576,0.0,
7.0,sn_0,BS_1,,0,nearest,-276.47157629673256,0.0,
7.0,sn_1,BS_1,,0,nearest,-281.7367750223602,0.0,
7.0,sn_2,BS_1,,0,nearest,-287.4600391358771,0.0,
7.0,sn_3,BS_1,,0,nearest,-293.6455284863027,0.0,
7.0,sn_4,BS_1,,0,nearest,-304.1529426127586,0.0,
7.0,sn_5,BS_1,,0,nearest,-310.40522804875565,0.0,
7.0,sn_6,BS_1,,0,nearest,-317.1240169082121,0.0,
7.0,sn_7,BS_1,,0,nearest,-324.3125955000823,0.0,
7.0,sn_8,BS_1,,0,nearest,-332.30981402901716,0.0,
7.0,we_0,BS_1,,0,nearest,-278.44002944979013,0.0,
7.0,we_1,BS_1,,0,nearest,-283.24058607480674,0.0,
7.0,we_2,BS_1,,0,nearest,-288.49424881615926,0.0,
7.0,we_3,BS_1,,0,nearest,-294.20523040897825,0.0,
7.0,we_4,BS_1,,0,nearest,-304.5435436846429,0.0,
7.0,we_5,BS_1,,0,nearest,-310.31728923796686,0.0,
7.0,we_6,BS_1,,0,nearest,-316.55336422157956,0.0,
7.0,we_7,BS_1,,0,nearest,-323.2552143430945,0.0,
7.0,we_8,BS_1,,0,nearest,-331.0945031256182,0.0,
7.0,wn_0,BS_1,,0,nearest,-293.26280722246383,0.0,
7.0,wn_1,BS_1,,0,nearest,-300.7777132701158,0.0,
7.0,wn_2,BS_1,,0,nearest,-308.9931604421043,0.0,
7.0,wn_3,BS_1,,0,nearest,-319.7426973364677,0.0,
7.0,wn_4,BS_1,,0,nearest,-328.3778934398599,0.0,
8.0,ew_0,BS_1,BS_1,1,nearest,-119.99687495930884,440.00000000000006,21.61722915699808
8.0,ew_1,BS_1,BS_1,1,nearest,-120.37950988436529,440.00000000000006,21.767229156998084
8.0,ew_2,BS_1,BS_1,1,nearest,-121.05331222234277,440.00000000000006,21.59722915699808
8.0,ew_3,BS_1,BS_1,1,nearest,-122.08071100710383,440.00000000000006,20.927229156998077
8.0,ew_4,BS_1,BS_1,1,nearest,-124.8431415817465,440.00000000000006,20.71722915699807
8.0,ew_5,BS_1,BS_1,1,nearest,-126.71464950825536,440.00000000000006,20.81722915699807
8.0,ew_6,BS_1,,0,nearest,-129.03284698091412,0.0,
8.0,ew_7,BS_1,,0,nearest,-131.8469203280835,0.0,
8.0,ew_8,BS_1,,0,nearest,-135.76173982385467,0.0,
8.0,ew_9,BS_1,,0,nearest,-139.2598061179176,0.0,
8.0,ns_0,BS_1,BS_1,1,nearest,-123.11552501614084,440.00000000000006,21.957229156998075
8.0,ns_1,BS_1,BS_1,1,nearest,-123.49548007923205,440.00000000000006,21.01722915699808
8.0,ns_2,BS_1,BS_1,1,nearest,-124.2029488377792,440.00000000000006,21.537229156998077
8.0,ns_3,BS_1,BS_1,1,nearest,-125.30353706101037,440.00000000000006,20.917229156998076
8.0,ns_4,BS_1,,0,nearest,-128.08931454262685,0.0,
8.0,ns_5,BS_1,,0,nearest,-130.10867150194102,0.0,
8.0,ns_6,BS_1,,0,nearest,-132.61219740280302,0.0,
8.0,ns_7,BS_1,,0,nearest,-135.64899557313353,0.0,
8.0,ns_8,BS_1,,0,nearest,-139.65898646345676,0.0,
8.0,se_0,BS_1,,0,nearest,-287.19237263548627,0.0,
8.0,se_1,BS_1,,0,nearest,-294.46116721904093,0.0,
8.0,se_2,BS_1,,0,nearest,-302.42026668198014,0.0,
8.0,se_3,BS_1,,0,nearest,-313.4868387986967,0.0,
8.0,se_4,BS_1,,0,nearest,-321.87723824464507,0.0,
8.0,se_5,BS_1,,0,nearest,-330.97210396043954,0.0,
8.0,sn_0,BS_1,,0,nearest,-267.94203197706776,0.0,
8.0,sn_1,BS_1,,0,nearest,-272.8993264923899,0.0,
8.0,sn_2,BS_1,,0,nearest,-278.31138334606436,0.0,
8.0,sn_3,BS_1,,0,nearest,-284.1826743487365,0.0,
8.0,sn_4,BS_1,,0,nearest,-295.4451091150436,0.0,
8.0,sn_5,BS_1,,0,nearest,-301.3887549328939,0.0,
8.0,sn_6,BS_1,,0,nearest,-307.79657259300336,0.0,
8.0,sn_7,BS_1,,0,nearest,-314.6721017185985,0.0,
8.0,sn_8,BS_1,,0,nearest,-323.46717375956405,0.0,
8.0,sn_9,BS_1,,0,nearest,-330.3985774787779,0.0,
8.0,we_0,BS_1,,0,nearest,-270.3949888588914,0.0,
8.0,we_1,BS_1,,0,nearest,-274.8929166057212,0.0,
8.0,we_10,BS_1,,0,nearest,-336.1140431460727,0.0,
8.0,we_2,BS_1,,0,nearest,-279.84041809574256,0.0,
8.0,we_3,BS_1,,0,nearest,-285.24196675804916,0.0,
8.0,we_4,BS_1,,0,nearest,-296.3325328073177,0.0,
8.0,we_5,BS_1,,0,nearest,-301.8015407515343,0.0,
8.0,we_6,BS_1,,0,nearest,-307.7302981508321,0.0,
8.0,we_7,BS_1,,0,nearest,-314.1224786607924,0.0,
8.0,we_8,BS_1,,0,nearest,-322.75589847437334,0.0,
8.0,we_9,BS_1,,0,nearest,-329.2013663398134,0.0,
8.0,wn_0,BS_1,,0,nearest,-285.98974194890275,0.0,
8.0,wn_1,BS_1,,0,nearest,-293.19013711242064,0.0,
8.0,wn_2,BS_1,,0,nearest,-301.09220464834357,0.0,
8.0,wn_3,BS_1,,0,nearest,-312.3485586648352,0.0,
8.0,wn_4,BS_1,,0,nearest,-320.6699574328721,0.0,
8.0,wn_5,BS_1,,0,nearest,-329.69875340983623,0.0,
9.0,ew_0,BS_1,BS_1,1,nearest,-119.86930382712666,440.00000000000006,21.457229156998075
9.0,ew_1,BS_1,BS_1,1,nearest,-119.85534781560646,440.00000000000006,21.81722915699808
9.0,ew_10,BS_1,,0,nearest,-138.2616779877924,0.0,
9.0,ew_2,BS_1,BS_1,1,nearest,-120.07231321166425,440.00000000000006,21.72722915699808
9.0,ew_3,BS_1,BS_1,1,nearest,-120.58345657676264,440.00000000000006,21.717229156998066
9.0,ew_4,BS_1,BS_1,1,nearest,-122.62467125338196,440.00000000000006,21.19722915699807
9.0,ew_5,BS_1,BS_1,1,nearest,-124.0046144302703,440.00000000000006,21.137229156998067
9.0,ew_6,BS_1,,0,nearest,-125.78993441448327,0.0,
9.0,ew_7,BS_1,,0,nearest,-128.0352154682453,0.0,
9.0,ew_8,BS_1,,0,nearest,-131.7719621163774,0.0,
9.0,ew_9,BS_1,,0,nearest,-134.76015583250117,0.0,
9.0,ns_0,BS_1,BS_1,1,nearest,-123.06921832854874,440.00000000000006,21.527229156998075
9.0,ns_1,BS_1,BS_1,1,nearest,-123.00568116961102,440.00000000000006,21.94722915699807
9.0,ns_10,BS_1,,0,nearest,-142.41704287057783,0.0,
9.0,ns_2,BS_1,BS_1,1,nearest,-123.20686872086311,440.00000000000006,21.33722915699807
9.0,ns_3,BS_1,BS_1,1,nearest,-123.74005172134041,440.00000000000006,20.827229156998072
9.0,ns_4,BS_1,,0,nearest,-125.76912379435582,0.0,
9.0,ns_5,BS_1,,0,nearest,-127.25122553437355,0.0,
9.0,ns_6,BS_1,,0,nearest,-129.17697511553675,0.0,
9.0,ns_7,BS_1,,0,nearest,-131.6018616889594,0.0,
9.0,ns_8,BS_1,,0,nearest,-135.4179917883883,0.0,
9.0,ns_9,BS_1,,0,nearest,-138.6443305728727,0.0,
9.0,se_0,BS_1,,0,nearest,-279.97732051007273,0.0,
9.0,se_1,BS_1,,0,nearest,-286.9290487211081,0.0,
9.0,se_2,BS_1,,0,nearest,-294.575815707943,0.0,
9.0,se_3,BS_1,,0,nearest,-306.13886652955387,0.0,
9.0,se_4,BS_1,,0,nearest,-314.21678853937766,0.0,
9.0,se_5,BS_1,,0,nearest,-322.99671840438253,0.0,
9.0,se_6,BS_1,,0,nearest,-332.7366922958753,0.0,
9.0,sn_0,BS_1,,0,nearest,-259.479926969313,0.0,
9.0,sn_1,BS_1,,0,nearest,-264.1298059666875,0.0,
9.0,sn_10,BS_1,,0,nearest,-328.3772874301754,0.0,
9.0,sn_2,BS_1,,0,nearest,-269.2307525153841,0.0,
9.0,sn_3,BS_1,,0,nearest,-274.78756958785453,0.0,
9.0,sn_4,BS_1,,0,nearest,-286.7875738242506,0.0,
9.0,sn_5,BS_1,,0,nearest,-292.42270363294296,0.0,
9.0,sn_6,BS_1,,0,nearest,-298.5194099217,0.0,
9.0,sn_7,BS_1,,0,nearest,-305.08150320856885,0.0,
9.0,sn_8,BS_1,,0,nearest,-314.662855291183,0.0,
9.0,sn_9,BS_1,,0,nearest,-321.2855739058323,0.0,
9.0,we_0,BS_1,,0,nearest,-262.41198524457684,0.0,
9.0,we_1,BS_1,,0,nearest,-266.6082924441774,0.0,
9.0,we_10,BS_1,,0,nearest,-327.198792785059,0.0,
9.0,we_11,BS_1,,0,nearest,-334.2721681504459,0.0,
9.0,we_2,BS_1,,0,nearest,-271.2502674653059,0.0,
9.0,we_3,BS_1,,0,nearest,-276.34265251676226,0.0,
9.0,we_4,BS_1,,0,nearest,-288.16864853762286,0.0,
9.0,we_5,BS_1,,0,nearest,-293.33342803028773,0.0,
9.0,we_6,BS_1,,0,nearest,-298.9551143566539,0.0,
9.0,we_7,BS_1,,0,nearest,-305.03761997497946,0.0,
9.0,we_8,BS_1,,0,nearest,-314.45376448692735,0.0,
9.0,we_9,BS_1,,0,nearest,-320.59372046251934,0.0,
9.0,wn_0,BS_1,,0,nearest,-278.75217739059906,0.0,
9.0,wn_1,BS_1,,0,nearest,-285.6464473785732,0.0,
9.0,wn_2,BS_1,,0,nearest,-293.2264716903984,0.0,
9.0,wn_3,BS_1,,0,nearest,-304.98103613175687,0.0,
9.0,wn_4,BS_1,,0,nearest,-312.99231955433027,0.0,
9.0,wn_5,BS_1,,0,nearest,-321.7085533522539,0.0,
9.0,wn_6,BS_1,,0,nearest,-331.6369756224417,0.0,
10.0,ew_0,BS_1,BS_1,1,nearest,-120.41615340144362,440.00000000000006,22.147229156998076
10.0,ew_1,BS_1,BS_1,1,nearest,-120.05149894940921,440.00000000000006,21.78722915699808
10.0,ew_10,BS_1,,0,nearest,-133.73264223816113,0.0,
10.0,ew_11,BS_1,,0,nearest,-137.22634440951927,0.0,
10.0,ew_2,BS_1,BS_1,1,nearest,-119.8546469687346,440.00000000000006,21.537229156998077
10.0,ew_3,BS_1,BS_1,1,nearest,-119.88769745057247,440.00000000000006,21.397229156998073
10.0,ew_4,BS_1,BS_1,1,nearest,-121.03639948379166,440.00000000000006,21.077229156998065
10.0,ew_5,BS_1,BS_1,1,nearest,-121.94534185445544,440.00000000000006,21.097229156998083
10.0,ew_6,BS_1,BS_1,1,nearest,-123.21144265042919,440.00000000000006,21.127229156998084
10.0,ew_7,BS_1,,0,nearest,-124.8937244220061,0.0,
10.0,ew_8,BS_1,,0,nearest,-128.29049068422805,0.0,
10.0,ew_9,BS_1,,0,nearest,-130.76806032055381,0.0,
10.0,ns_0,BS_1,,0,nearest,-123.75432315680935,0.0,
10.0,ns_1,BS_1,BS_1,1,nearest,-123.29534297774592,440.00000000000006,21.107229156998063
10.0,ns_10,BS_1,,0,nearest,-137.60256574642784,0.0,
10.0,ns_11,BS_1,,0,nearest,-141.3651739290834,0.0,
10.0,ns_2,BS_1,BS_1,1,nearest,-123.03459879237222,440.00000000000006,21.857229156998063
10.0,ns_3,BS_1,BS_1,1,nearest,-123.03879225675128,440.00000000000006,21.96722915699807
10.0,ns_4,BS_1,,0,nearest,-124.13449359464919,0.0,
10.0,ns_5,BS_1,,0,nearest,-125.09821101838347,0.0,
10.0,ns_6,BS_1,,0,nearest,-126.45713463462629,0.0,
10.0,ns_7,BS_1,,0,nearest,-128.27224953200127,0.0,
10.0,ns_8,BS_1,,0,nearest,-131.72673418862246,0.0,
10.0,ns_9,BS_1,,0,nearest,-134.40343150381244,0.0,
10.0,se_0,BS_1,,0,nearest,-272.8017074726623,0.0,
10.0,se_1,BS_1,,0,nearest,-279.44470669526015,0.0,
10.0,se_2,BS_1,,0,nearest,-286.7788541716422,0.0,
10.0,se_3,BS_1,,0,nearest,-298.824401446736,0.0,
10.0,se_4,BS_1,,0,nearest,-306.5857801660084,0.0,
10.0,se_5,BS_1,,0,nearest,-315.0542118429779,0.0,
10.0,se_6,BS_1,,0,nearest,-325.31198886607297,0.0,
10.0,se_7,BS_1,,0,nearest,-334.19823308928494,0.0,
10.0,sn_0,BS_1,,0,nearest,-251.09207972375393,0.0,
10.0,sn_1,BS_1,,0,nearest,-255.435209789097,0.0,
10.0,sn_10,BS_1,,0,nearest,-318.9951518440366,0.0,
10.0,sn_11,BS_1,,0,nearest,-326.24629285250126,0.0,
10.0,sn_12,BS_1,,0,nearest,-334.0826731514222,0.0,
10.0,sn_2,BS_1,,0,nearest,-260.2252679891021,0.0,
10.0,sn_3,BS_1,,0,nearest,-265.46740741567504,0.0,
10.0,sn_4,BS_1,,0,nearest,-278.1850328468446,0.0,
10.0,sn_5,BS_1,,0,nearest,-283.5118579530669,0.0,
10.0,sn_6,BS_1,,0,nearest,-289.29736621683924,0.0,
10.0,sn_7,BS_1,,0,nearest,-295.54565738646875,0.0,
10.0,sn_8,BS_1,,0,nearest,-305.90016753836534,0.0,
10.0,sn_9,BS_1,,0,nearest,-312.21418929958963,0.0,
10.0,we_0,BS_1,,0,nearest,-254.49685656211946,0.0,
10.0,we_1,BS_1,,0,nearest,-258.39277776284695,0.0,
10.0,we_10,BS_1,,0,nearest,-318.32337331713484,0.0,
10.0,we_11,BS_1,,0,nearest,-325.08715200696565,0.0,
10.0,we_12,BS_1,,0,nearest,-332.7663594776371,0.0,
10.0,we_2,BS_1,,0,nearest,-262.73004320024006,0.0,
10.0,we_3,BS_1,,0,nearest,-267.5136699310897,0.0,
10.0,we_4,BS_1,,0,nearest,-280.05601225469167,0.0,
10.0,we_5,BS_1,,0,nearest,-284.91719849809,0.0,
10.0,we_6,BS_1,,0,nearest,-290.23215604064274,0.0,
10.0,we_7,BS_1,,0,nearest,-296.0050465786014,0.0,
10.0,we_8,BS_1,,0,nearest,-306.19106779917666,0.0,
10.0,we_9,BS_1,,0,nearest,-312.02581239378253,0.0,
10.0,wn_0,BS_1,,0,nearest,-271.56187213966547,0.0,
10.0,wn_1,BS_1,,0,nearest,-278.1415013981193,0.0,
10.0,wn_2,BS_1,,0,nearest,-285.4073706126035,0.0,
10.0,wn_3,BS_1,,0,nearest,-297.6461867721473,0.0,
10.0,wn_4,BS_1,,0,nearest,-305.34726525711676,0.0,
10.0,wn_5,BS_1,,0,nearest,-313.750614979477,0.0,
10.0,wn_6,BS_1,,0,nearest,-324.1944942468949,0.0,
10.0,wn_7,BS_1,,0,nearest,-333.01559317845766,0.0,
11.0,ew_0,BS_1,BS_1,1,nearest,-121.62832729261717,440.00000000000006,21.747229156998067
11.0,ew_1,BS_1,BS_1,1,nearest,-120.96445924320086,440.00000000000006,21.157229156998085
11.0,ew_10,BS_1,,0,nearest,-129.7569558829121,0.0,
11.0,ew_11,BS_1,,0,nearest,-132.6847828501822,0.0,
11.0,ew_12,BS_1,,0,nearest,-136.61687304282734,0.0,
