timestamp,link_type,tx_id,rx_id,received_power,path_loss,delay_spread,is_line_of_sight,num_paths,p_tot_watts,p_max_watts,dominance,k_factor,k_factor_db,prop_mode,received_power_watts,snr,snr_db,theoretical_throughput_bps,theoretical_throughput_mbps,mcs_index,spectral_efficiency_bpshz,throughput_mbps_mcs
13.0,V2V,we_12,we_6,-71.98,94.98,0.04,True,2,6.341617457420001e-11,6.255389441032e-11,0.986403,72.544745,18.61,D,6.338697112569263e-11,158.38823369738287,21.99722915699807,731640132.0903686,731.6401320903686,6,4.4,440.00000000000006
13.0,V2V,we_12,we_7,-70.45,93.45,0.11,True,2,9.021400471602e-11,7.959097425363e-11,0.882246,7.492304,8.75,D,9.01571137605957e-11,225.28014432932457,23.527229156998075,782196618.607028,782.196618607028,6,4.4,440.00000000000006
13.0,V2V,we_12,we_8,-66.43,89.43,0.22,True,2,2.274088460716e-10,1.74630623575e-10,0.767915,3.308763,5.2,D,2.2750974307720667e-10,568.4901126366983,27.547229156998068,915352698.4168464,915.3526984168464,7,5.5,550.0
13.0,V2V,we_12,we_9,-64.92,87.92,0.24,True,2,3.217712852933e-10,2.658911874554e-10,0.826336,4.758245,6.77,D,3.221068791283435e-10,804.8647654381396,29.057229156998076,965439394.589623,965.439394589623,7,5.5,550.0
13.0,V2V,we_12,we_10,-62.6,85.6,0.29,True,2,5.497368187235e-10,4.784177427952e-10,0.870267,6.708132,8.27,D,5.495408738576247e-10,1373.1656018431404,31.377229156998077,1042434015.9677986,1042.4340159677986,7,5.5,550.0
13.0,V2V,we_12,we_11,-59.08,82.08,0.22,True,2,1.236741303048e-09,1.20143758213e-09,0.971454,34.031472,15.32,D,1.235947433444512e-09,3088.3244214005795,34.89722915699808,1159307566.633322,1159.307566633322,7,5.5,550.0
13.0,V2V,we_12,we_13,-54.54,77.54,0.03,True,2,3.514771982782e-09,3.514274821284e-09,0.999859,7068.678545,38.49,D,3.5156044052829833e-09,8784.61870385553,39.43722915699808,1310092817.2438583,1310.0928172438582,7,5.5,550.0
13.0,V2V,we_12,we_14,-60.78,83.78,0.17,True,2,8.362184730675e-10,8.163878094945e-10,0.976285,41.167952,16.15,D,8.356030182312475e-10,2087.96356379622,33.19722915699807,1102857161.3453448,1102.8571613453448,7,5.5,550.0
13.0,V2V,we_12,we_15,-64.6,87.6,0.11,True,2,3.464447570109e-10,3.380374969661e-10,0.975733,40.207808,16.04,D,3.467368504525324e-10,866.4089216704956,29.377229156998084,976056847.1785502,976.0568471785502,7,5.5,550.0
13.0,V2V,we_12,we_16,-66.43,89.43,0.22,True,2,2.274528784346e-10,1.74630623575e-10,0.767766,3.306005,5.19,D,2.2750974307720667e-10,568.4901126366983,27.547229156998068,915352698.4168464,915.3526984168464,7,5.5,550.0
13.0,V2V,we_12,wn_0,-72.82,95.82,0.11,True,2,5.218270292475001e-11,3.557946175335e-11,0.681825,2.142923,3.31,D,5.2239618899912075e-11,130.5337803596004,21.157229156998085,703928954.8218051,703.9289548218051,6,4.4,440.00000000000006
13.0,V2V,we_12,wn_1,-73.15,96.15,0.08,True,2,4.842049408727e-11,4.398597140383e-11,0.908416,9.918987,9.96,D,4.8417236758409896e-11,120.98260059572686,20.827229156998072,693053156.8510171,693.0531568510171,6,4.4,440.00000000000006
13.0,V2V,we_12,wn_2,-71.6,94.6,0.11,True,2,6.916515766179e-11,5.737583583845e-11,0.829548,4.866763,6.87,D,6.918309709189377e-11,172.8713070761963,22.377229156998084,744187606.2877613,744.1876062877614,6,4.4,440.00000000000006
13.0,V2V,we_12,wn_3,-67.79,90.79,0.19,True,2,1.66161119568e-10,1.182132212574e-10,0.711437,2.465452,3.92,D,1.6634126503701663e-10,415.64533992258026,26.187229156998065,870267603.3767391,870.2676033767391,7,5.5,550.0
13.0,V2V,we_12,wn_4,-67.16,90.16,0.03,True,2,1.921708699322e-10,1.914731602315e-10,0.996369,274.430985,24.38,D,1.9230917289101615e-10,480.53266589459304,26.81722915699808,891148985.9755436,891.1489859755436,7,5.5,550.0
13.0,V2V,we_12,wn_5,-63.87,86.87,0.17,True,2,4.105959460158e-10,3.89488917097e-10,0.948594,18.453043,12.66,D,4.1020410298660726e-10,1024.9977585872243,30.10722915699808,1000281186.3873498,1000.28118638735,7,5.5,550.0
13.0,V2V,we_12,wn_6,-54.25,77.25,0.02,True,2,3.759003789214e-09,3.758704133302e-09,0.99992,12543.400566,40.98,D,3.758374042884443e-09,9391.239487467374,39.72722915699808,1319725348.0053892,1319.7253480053892,7,5.5,550.0
13.0,V2V,we_12,wn_7,-45.81,68.81,0.87,True,2,2.622760240183e-08,2.53345248474e-08,0.965949,28.367665,14.53,D,2.6242185433844393e-08,65572.67724598799,48.16722915699807,1600082918.024938,1600.082918024938,7,5.5,550.0
13.0,V2V,we_12,wn_8,-59.61,82.61,0.22,True,2,1.094214630435e-09,1.06154317093e-09,0.970142,32.491452,15.12,D,1.0939563662720932e-09,2733.524153603431,34.36722915699807,1141707408.9905286,1141.7074089905286,7,5.5,550.0
13.0,V2V,we_12,wn_9,-64.53,87.53,0.26,True,2,3.525499069884e-10,2.835856071784e-10,0.804384,4.112064,6.14,D,3.523708710424869e-10,880.4869341391476,29.44722915699807,978379537.5097426,978.3795375097426,7,5.5,550.0
13.0,V2V,we_13,we_0,-75.44,98.44,0.08,True,2,2.8575356003370003e-11,1.681211938159e-11,0.588343,1.429209,1.55,D,2.8575905433749497e-11,71.40406155359693,18.53722915699808,617799872.3395855,617.7998723395856,5,3.3,330.0
13.0,V2V,we_13,we_1,-77.17,100.17,0.04,True,2,1.918285738717e-11,1.817176603569e-11,0.947292,17.972428,12.55,D,1.9186687406702872e-11,47.94274714318558,16.80722915699807,561302317.6660594,561.3023176660594,5,3.3,330.0
13.0,V2V,we_13,we_2,-75.07,98.07,0.08,True,2,3.1140133154300004e-11,1.992576289938e-11,0.639874,1.776806,2.5,D,3.1117163371060197e-11,77.75403141194452,18.90722915699808,629928187.170988,629.9281871709879,5,3.3,330.0
13.0,V2V,we_13,we_3,-76.28,99.28,0.04,True,2,2.354197591242e-11,2.220817580817e-11,0.943344,16.650303,12.21,D,2.355049283896009e-11,58.84680869305369,17.697229156998073,590320241.2975794,590.3202412975794,5,3.3,330.0
13.0,V2V,we_13,we_4,-72.66,95.66,0.11,True,2,5.4233147076600005e-11,3.5340620381330004e-11,0.651642,1.870614,2.72,D,5.420008904016239e-11,135.43250634723233,21.31722915699807,709204361.0960175,709.2043610960175,6,4.4,440.00000000000006
13.0,V2V,we_13,we_5,-72.05,95.05,0.12,True,2,6.242924311598001e-11,4.088647461867e-11,0.654925,1.897921,2.78,D,6.237348354824192e-11,155.85578098011473,21.927229156998074,729329489.1016493,729.3294891016493,6,4.4,440.00000000000006
13.0,V2V,we_13,we_6,-72.89,95.89,0.06,True,2,5.1447227891090005e-11,4.869398962393e-11,0.946484,17.686079,12.48,D,5.140436515824265e-11,128.4466895508312,21.087229156998077,701621426.0229679,701.621426022968,6,4.4,440.00000000000006
13.0,V2V,we_13,we_7,-70.52,93.52,0.14,True,2,8.863043181523e-11,6.01307244193e-11,0.678443,2.109872,3.24,D,8.871560120379618e-11,221.67816392752664,23.45722915699808,779881628.2529888,779.8816282529888,6,4.4,440.00000000000006
13.0,V2V,we_13,we_8,-68.21,91.21,0.18,True,2,1.510073245442e-10,1.167687869684e-10,0.773266,3.410449,5.33,D,1.5100801541641492e-10,377.33137285461,25.767229156998077,856350660.5562161,856.3506605562161,7,5.5,550.0
13.0,V2V,we_13,we_9,-66.86,89.86,0.2,True,2,2.059779444755e-10,1.635459427784e-10,0.793997,3.854307,5.86,D,2.0606299132700007e-10,514.9000283033484,27.117229156998075,901094771.5414563,901.0947715414565,7,5.5,550.0
13.0,V2V,we_13,we_10,-65.09,88.09,0.24,True,2,3.099827678595e-10,2.552832811765e-10,0.82354,4.667014,6.69,D,3.0974192992165775e-10,773.9678408837026,28.88722915699807,959799263.3374194,959.7992633374192,7,5.5,550.0
13.0,V2V,we_13,we_11,-62.6,85.6,0.29,True,2,5.497355173016e-10,4.784177427952e-10,0.870269,6.708254,8.27,D,5.495408738576247e-10,1373.1656018431404,31.377229156998077,1042434015.9677986,1042.4340159677986,7,5.5,550.0
13.0,V2V,we_13,we_12,-54.54,77.54,0.03,True,2,3.51477190988e-09,3.514274821284e-09,0.999859,7069.715225,38.49,D,3.5156044052829833e-09,8784.61870385553,39.43722915699808,1310092817.2438583,1310.0928172438582,7,5.5,550.0
13.0,V2V,we_13,we_14,-55.17,78.17,0.03,True,2,3.042909508741e-09,3.042329586632e-09,0.999809,5246.100366,37.2,D,3.0408850256762767e-09,7598.413357511935,38.80722915699807,1289167233.757691,1289.1672337576908,7,5.5,550.0
13.0,V2V,we_13,we_15,-61.24,84.24,0.24,True,2,7.514354416499e-10,7.103119365739e-10,0.945273,17.272651,12.37,D,7.516228940182046e-10,1878.1181759575325,32.73722915699807,1087584008.3994155,1087.5840083994158,7,5.5,550.0
13.0,V2V,we_13,we_16,-65.26,88.26,0.11,True,2,2.978870864821e-10,2.891912243694e-10,0.970808,33.256188,15.22,D,2.978516429429185e-10,744.2569788678622,28.717229156998066,954159416.9995748,954.1594169995748,7,5.5,550.0
13.0,V2V,we_13,wn_0,-73.18,96.18,0.1,True,2,4.805605200598e-11,2.9371787422250004e-11,0.611199,1.572007,1.96,D,4.8083934844972796e-11,120.14976223131632,20.79722915699807,692064776.3131566,692.0647763131566,6,4.4,440.00000000000006
13.0,V2V,we_13,wn_1,-72.83,95.83,0.11,True,2,5.2136229703550006e-11,3.5580120771230006e-11,0.682445,2.149063,3.32,D,5.211947111050811e-11,130.23356099577236,21.14722915699808,703599290.4323093,703.5992904323093,6,4.4,440.00000000000006
13.0,V2V,we_13,wn_2,-71.95,94.95,0.12,True,2,6.384202239468e-11,4.5111956068060005e-11,0.706619,2.408532,3.82,D,6.382634861905482e-11,159.48612848339533,22.02722915699807,732630479.4081379,732.630479408138,6,4.4,440.00000000000006
13.0,V2V,we_13,wn_3,-69.88,92.88,0.14,True,2,1.029072858635e-10,8.441343452883001e-11,0.820286,4.564405,6.59,D,1.0280162981264745e-10,256.875636713262,24.09722915699808,801053166.8007402,801.0531668007402,6,4.4,440.00000000000006
13.0,V2V,we_13,wn_4,-68.32,91.32,0.16,True,2,1.472032241136e-10,1.25865559703e-10,0.855046,5.898751,7.71,D,1.4723125024327224e-10,367.8941785189211,25.657229156998085,852706321.1965082,852.7063211965082,7,5.5,550.0
13.0,V2V,we_13,wn_5,-66.5,89.5,0.08,True,2,2.238858268057e-10,2.192445282622e-10,0.979269,47.237756,16.74,D,2.2387211385683374e-10,559.4005843499094,27.47722915699807,913031464.9894414,913.0314649894414,7,5.5,550.0
13.0,V2V,we_13,wn_6,-60.35,83.35,0.14,True,2,9.219321152677e-10,9.089188823224e-10,0.985885,69.84574,18.44,D,9.225714271547627e-10,2305.275929921946,33.62722915699807,1117134941.643545,1117.1349416435446,7,5.5,550.0
13.0,V2V,we_13,wn_7,-50.44,73.44,0.46,True,2,9.026671407391e-09,8.845835914465e-09,0.979967,48.916481,16.89,D,9.036494737223025e-09,22579.94686962274,43.53722915699808,1446281836.235957,1446.281836235957,7,5.5,550.0
13.0,V2V,we_13,wn_8,-52.81,75.81,0.05,True,2,5.231933314803e-09,5.230349060213e-09,0.999697,3301.457414,35.19,D,5.236004365857495e-09,13083.46918005371,41.16722915699807,1367556777.6855695,1367.5567776855696,7,5.5,550.0
13.0,V2V,we_13,wn_9,-62.57,85.57,0.0,True,2,5.532741710828e-10,5.532735351084e-10,0.999999,869962.028098,59.4,D,5.533501092157371e-10,1382.6839310738055,31.40722915699808,1043429871.66913,1043.42987166913,7,5.5,550.0
13.0,V2V,we_14,we_0,-78.19,101.19,0.03,True,2,1.5156029679330002e-11,1.456602168094e-11,0.961071,24.687838,13.92,D,1.5170503674593368e-11,37.90730553371656,15.787229156998077,528196916.7006249,528.1969167006249,5,3.3,330.0
13.0,V2V,we_14,we_1,-76.81,99.81,0.07,True,2,2.086511709107e-11,1.5657986623690002e-11,0.750438,3.007028,4.78,D,2.084490883097289e-11,52.08622896295074,17.167229156998076,573026575.6603674,573.0265756603674,5,3.3,330.0
13.0,V2V,we_14,we_2,-75.58,98.58,0.08,True,2,2.766111475418e-11,1.705377680901e-11,0.616525,1.607734,2.06,D,2.7669416454115127e-11,69.13897164946307,18.397229156998073,613214437.339517,613.214437339517,5,3.3,330.0
13.0,V2V,we_14,we_3,-77.04,100.04,0.04,True,2,1.976704671453e-11,1.884961438583e-11,0.953588,20.546054,13.13,D,1.976969640111858e-11,49.399541232180354,16.937229156998068,565533869.6369089,565.5338696369089,5,3.3,330.0
13.0,V2V,we_14,we_4,-73.63,96.63,0.1,True,2,4.338196351543e-11,2.8798375408220003e-11,0.663833,1.974711,2.96,D,4.3351087838752926e-11,108.32355781797332,20.34722915699808,677246050.6475743,677.2460506475743,6,4.4,440.00000000000006
13.0,V2V,we_14,we_5,-74.33,97.33,0.07,True,2,3.6861147699450005e-11,3.2832780437230004e-11,0.890715,8.150394,9.11,D,3.689775985701505e-11,92.19830049229148,19.647229156998076,654223174.1894618,654.2231741894618,5,3.3,330.0
13.0,V2V,we_14,we_6,-73.52,96.52,0.08,True,2,4.447029555287001e-11,3.83709922823e-11,0.862845,6.291045,7.99,D,4.4463126746910924e-11,111.1022657344101,20.45722915699808,680867162.6979297,680.8671626979298,6,4.4,440.00000000000006
13.0,V2V,we_14,we_7,-71.38,94.38,0.13,True,2,7.285664218144001e-11,4.622103055493e-11,0.634411,1.73531,2.39,D,7.277798045368242e-11,181.85402412214495,22.597229156998075,751454856.6616322,751.4548566616322,6,4.4,440.00000000000006
13.0,V2V,we_14,we_8,-69.25,92.25,0.17,True,2,1.187948322292e-10,8.164480625581001e-11,0.687276,2.197705,3.42,D,1.188502227437019e-10,296.97706832509215,24.72722915699808,821905749.8023738,821.9057498023737,6,4.4,440.00000000000006
13.0,V2V,we_14,we_9,-68.29,91.29,0.18,True,2,1.482769193084e-10,1.077756295666e-10,0.726854,2.661042,4.25,D,1.4825180851459512e-10,370.4442991369193,25.687229156998068,853700207.3798668,853.7002073798668,7,5.5,550.0
13.0,V2V,we_14,we_10,-67.6,90.6,0.16,True,2,1.737417150563e-10,1.534839691292e-10,0.883403,7.576557,8.79,D,1.7378008287493763e-10,434.23309064202306,26.377229156998077,876564443.8206458,876.5644438206458,7,5.5,550.0
13.0,V2V,we_14,we_11,-66.08,89.08,0.05,True,2,2.466550948182e-10,2.452973327164e-10,0.994495,180.662969,22.57,D,2.4660393372343414e-10,616.2017334418643,27.89722915699808,926959830.357007,926.959830357007,7,5.5,550.0
13.0,V2V,we_14,we_12,-60.78,83.78,0.17,True,2,8.36216952896e-10,8.163878094945e-10,0.976287,41.171108,16.15,D,8.356030182312475e-10,2087.96356379622,33.19722915699807,1102857161.3453448,1102.8571613453448,7,5.5,550.0
13.0,V2V,we_14,we_13,-55.17,78.17,0.03,True,2,3.042909648445e-09,3.042329586632e-09,0.999809,5244.836879,37.2,D,3.0408850256762767e-09,7598.413357511935,38.80722915699807,1289167233.757691,1289.1672337576908,7,5.5,550.0
13.0,V2V,we_14,we_15,-55.75,78.75,0.02,True,2,2.659735588824e-09,2.659463012871e-09,0.999898,9756.777815,39.89,D,2.6607250597988087e-09,6648.4884052943735,38.22722915699807,1269902763.2262857,1269.9027632262855,7,5.5,550.0
13.0,V2V,we_14,we_16,-61.88,84.88,0.24,True,2,6.485464103049e-10,6.044547468313e-10,0.932015,13.709048,11.37,D,6.486344335482374e-10,1620.7756960225822,32.09722915699807,1066335858.226094,1066.335858226094,7,5.5,550.0
13.0,V2V,we_14,wn_0,-74.11,97.11,0.09,True,2,3.885937437549e-11,2.4351569171390003e-11,0.626659,1.678515,2.25,D,3.8815036599064865e-11,96.98909694918756,19.86722915699808,661454932.7253824,661.4549327253825,5,3.3,330.0
13.0,V2V,we_14,wn_1,-73.45,96.45,0.1,True,2,4.522374959122e-11,2.897479560317e-11,0.640699,1.783179,2.51,D,4.5185594437492166e-11,112.9075323275666,20.527229156998068,683171934.0616398,683.1719340616398,6,4.4,440.00000000000006
13.0,V2V,we_14,wn_2,-73.07,96.07,0.11,True,2,4.9332935151590005e-11,3.585002182222e-11,0.726695,2.658923,4.25,D,4.9317380395493647e-11,123.2318350711985,20.90722915699808,695689110.9018753,695.6891109018752,6,4.4,440.00000000000006
13.0,V2V,we_14,wn_3,-71.75,94.75,0.08,True,2,6.687481507878e-11,6.202935494099001e-11,0.927544,12.801541,11.07,D,6.683439175686148e-11,167.0024781530771,22.22722915699808,739233870.3688202,739.2338703688201,6,4.4,440.00000000000006
13.0,V2V,we_14,wn_4,-70.54,93.54,0.05,True,2,8.838351297455e-11,8.691591926039e-11,0.983395,59.22342,17.72,D,8.830799004185621e-11,220.6596452819995,23.43722915699807,779220233.0972925,779.2202330972925,6,4.4,440.00000000000006
13.0,V2V,we_14,wn_5,-68.01,91.01,0.16,True,2,1.581966157039e-10,1.362703777145e-10,0.861399,6.214946,7.93,D,1.5812480392703828e-10,395.1144525913,25.967229156998073,862977353.0000882,862.9773530000882,7,5.5,550.0
13.0,V2V,we_14,wn_6,-63.69,86.69,0.24,True,2,4.272866275074e-10,3.800459329171e-10,0.88944,8.044885,9.06,D,4.2756288615158637e-10,1068.3730288645336,30.287229156998077,1006254948.0113204,1006.2549480113204,7,5.5,550.0
13.0,V2V,we_14,wn_7,-59.16,82.16,0.08,True,2,1.213669347585e-09,1.209702884738e-09,0.996732,304.982785,24.84,D,1.2133888504649784e-09,3031.956148088402,34.81722915699808,1156650892.3609087,1156.6508923609088,7,5.5,550.0
13.0,V2V,we_14,wn_8,-42.72,65.72,0.22,True,2,5.341721511919e-08,5.334625918426e-08,0.998672,751.82237,28.76,D,5.345643593969714e-08,133574.3026978939,51.25722915699807,1702729376.0923762,1702.7293760923762,7,5.5,550.0
13.0,V2V,we_14,wn_9,-57.72,80.72,0.12,True,2,1.691159662197e-09,1.681841106408e-09,0.99449,180.483022,22.56,D,1.690440931643263e-09,4223.990333941187,36.25722915699807,1204473232.541997,1204.473232541997,7,5.5,550.0
13.0,V2V,we_15,we_2,-78.25,101.25,0.02,True,2,1.497043331366e-11,1.4618754187530002e-11,0.976508,41.568444,16.19,D,1.4962356560944327e-11,37.38719780345908,15.727229156998073,526255334.4767326,526.2553344767326,5,3.3,330.0
13.0,V2V,we_15,we_3,-76.03,99.03,0.08,True,2,2.4948464235470003e-11,1.60358752311e-11,0.64276,1.799239,2.55,D,2.4945947269429558e-11,62.33370132291244,17.947229156998077,598490149.0165558,598.4901490165557,5,3.3,330.0
13.0,V2V,we_15,we_4,-75.15,98.15,0.08,True,2,3.0545132766630004e-11,2.3625555751630003e-11,0.773464,3.414306,5.33,D,3.0549211132155096e-11,76.33486040018764,18.82722915699807,627304698.2380894,627.3046982380895,5,3.3,330.0
13.0,V2V,we_15,we_5,-75.4,98.4,0.05,True,2,2.8862869341910004e-11,2.6594561457940003e-11,0.921411,11.724406,10.69,D,2.8840315031265994e-11,72.0647552005647,18.577229156998065,619110374.5124757,619.1103745124757,5,3.3,330.0
13.0,V2V,we_15,we_6,-73.66,96.66,0.1,True,2,4.3052793774170006e-11,3.0582727244790005e-11,0.710354,2.452491,3.9,D,4.305266104917109e-11,107.5778636910822,20.31722915699808,676258619.3484699,676.2586193484699,6,4.4,440.00000000000006
13.0,V2V,we_15,we_7,-73.31,96.31,0.1,True,2,4.66545397179e-11,3.608071961611e-11,0.773359,3.412269,5.33,D,4.6665938031428824e-11,116.6065418076682,20.66722915699807,687782450.1402991,687.782450140299,6,4.4,440.00000000000006
13.0,V2V,we_15,we_8,-70.44,93.44,0.14,True,2,9.034401399188e-11,5.911464067854001e-11,0.654328,1.892918,2.77,D,9.036494737223022e-11,225.79946869622745,23.53722915699808,782527345.0380194,782.5273450380195,6,4.4,440.00000000000006
13.0,V2V,we_15,we_9,-69.58,92.58,0.16,True,2,1.10260531258e-10,7.468115811211e-11,0.677315,2.099002,3.22,D,1.1015393095414143e-10,275.2472037834618,24.397229156998073,810981605.117237,810.981605117237,6,4.4,440.00000000000006
13.0,V2V,we_15,we_10,-68.43,91.43,0.18,True,2,1.436385825381e-10,9.978280593193e-11,0.69468,2.275249,3.57,D,1.4354894333536529e-10,358.693011832497,25.547229156998064,849062232.0633793,849.0622320633793,7,5.5,550.0
13.0,V2V,we_15,we_11,-68.39,91.39,0.03,True,2,1.448191053885e-10,1.443229227681e-10,0.996574,290.866542,24.64,D,1.4487718535447602e-10,362.01195740748625,25.58722915699807,850387326.0332837,850.3873260332837,7,5.5,550.0
13.0,V2V,we_15,we_12,-64.6,87.6,0.11,True,2,3.464442710544e-10,3.380374969661e-10,0.975734,40.210132,16.04,D,3.467368504525324e-10,866.4089216704956,29.377229156998084,976056847.1785502,976.0568471785502,7,5.5,550.0
13.0,V2V,we_15,we_13,-61.24,84.24,0.24,True,2,7.514322490129e-10,7.103119365739e-10,0.945277,17.273992,12.37,D,7.516228940182046e-10,1878.1181759575325,32.73722915699807,1087584008.3994155,1087.5840083994158,7,5.5,550.0
13.0,V2V,we_15,we_14,-55.75,78.75,0.02,True,2,2.659735653419e-09,2.659463012871e-09,0.999897,9754.466197,39.89,D,2.6607250597988087e-09,6648.4884052943735,38.22722915699807,1269902763.2262857,1269.9027632262855,7,5.5,550.0
13.0,V2V,we_15,we_16,-56.56,79.56,0.05,True,2,2.209130568232e-09,2.207673314072e-09,0.99934,1514.954203,31.8,D,2.208004733018897e-09,5517.253205944269,37.41722915699807,1242999594.1168258,1242.9995941168258,7,5.5,550.0
13.0,V2V,we_15,wn_0,-74.7,97.7,0.09,True,2,3.390858282794e-11,2.028407341459e-11,0.598199,1.488793,1.73,D,3.388441561392021e-11,84.66870468245928,19.277229156998068,642069636.9877044,642.0696369877044,5,3.3,330.0
13.0,V2V,we_15,wn_1,-74.92,97.92,0.08,True,2,3.2225972415070006e-11,2.375680553174e-11,0.737194,2.805094,4.48,D,3.2210687912834344e-11,80.48647654381395,19.057229156998076,634848874.5126301,634.8488745126301,5,3.3,330.0
13.0,V2V,we_15,wn_2,-73.65,96.65,0.1,True,2,4.320049684951e-11,2.8779579553640003e-11,0.666186,1.995683,3.0,D,4.31519076827765e-11,107.82585627880182,20.327229156998072,676587756.1559817,676.5877561559817,6,4.4,440.00000000000006
13.0,V2V,we_15,wn_3,-71.43,94.43,0.13,True,2,7.196487191912001e-11,4.6682534133030007e-11,0.648685,1.846448,2.66,D,7.194489780036983e-11,179.77235832176368,22.547229156998068,749803028.3673594,749.8030283673594,6,4.4,440.00000000000006
13.0,V2V,we_15,wn_4,-71.91,94.91,0.06,True,2,6.443016331995001e-11,6.234022309107001e-11,0.967563,29.828711,14.75,D,6.441692655151774e-11,160.9618354610638,22.06722915699807,733951008.7590358,733.9510087590359,6,4.4,440.00000000000006
13.0,V2V,we_15,wn_5,-68.79,91.79,0.17,True,2,1.322561474935e-10,9.060963142663e-11,0.685107,2.175683,3.38,D,1.3212956341865738e-10,330.15882913207736,25.18722915699807,837137951.2675207,837.1379512675206,7,5.5,550.0
13.0,V2V,we_15,wn_6,-66.01,89.01,0.22,True,2,2.503863906462e-10,2.001443735525e-10,0.799342,3.983605,6.0,D,2.5061092530321087e-10,626.2142061549496,27.967229156998066,929281442.6072856,929.2814426072856,7,5.5,550.0
13.0,V2V,we_15,wn_7,-63.62,86.62,0.07,True,2,4.346806198669e-10,4.31505682148e-10,0.992696,135.909967,21.33,D,4.3451022417157143e-10,1085.7326940818875,30.357229156998073,1008578140.5940808,1008.5781405940808,7,5.5,550.0
13.0,V2V,we_15,wn_8,-57.48,80.48,0.1,True,2,1.786637750163e-09,1.779741347456e-09,0.99614,258.068072,24.12,D,1.7864875748520535e-09,4463.986943658304,36.49722915699808,1212444024.1341853,1212.4440241341854,7,5.5,550.0
13.0,V2V,we_15,wn_9,-43.93,66.93,0.54,True,2,4.045649318397e-08,4.006868426405e-08,0.990414,103.320688,20.14,D,4.0457589169744286e-08,101093.42621125508,50.04722915699808,1662534393.162776,1662.534393162776,7,5.5,550.0
13.0,V2V,we_16,we_4,-76.0,99.0,0.07,True,2,2.5126231194380003e-11,1.940340538842e-11,0.772237,3.390529,5.3,D,2.511886431509582e-11,62.76577789879015,17.977229156998074,599471045.4583745,599.4710454583745,5,3.3,330.0
13.0,V2V,we_16,we_5,-75.43,98.43,0.08,True,2,2.864995585861e-11,2.159422727187e-11,0.753726,3.060524,4.86,D,2.864177969906574e-11,71.56866491520674,18.547229156998064,618127482.3133216,618.1274823133216,5,3.3,330.0
13.0,V2V,we_16,we_6,-73.99,96.99,0.09,True,2,3.991474444284e-11,2.448088066361e-11,0.613329,1.58618,2.0,D,3.9902490236214286e-11,99.70637240433354,19.987229156998083,665401116.5525157,665.4011165525158,5,3.3,330.0
13.0,V2V,we_16,we_7,-74.21,97.21,0.09,True,2,3.788970363055e-11,2.836478594475e-11,0.748615,2.977956,4.74,D,3.793149849736825e-11,94.7813555656378,19.76722915699808,658167294.8648624,658.1672948648625,5,3.3,330.0
13.0,V2V,we_16,we_8,-73.44,96.44,0.05,True,2,4.529519678659e-11,4.365765589374e-11,0.963847,26.660498,14.26,D,4.5289757990362126e-11,113.16781107037012,20.53722915699808,683501213.8591897,683.5012138591898,6,4.4,440.00000000000006
13.0,V2V,we_16,we_9,-70.99,93.99,0.14,True,2,7.959878555383001e-11,5.327990678277e-11,0.669356,2.024399,3.06,D,7.961593504173199e-11,198.94036742061965,22.987229156998083,764342596.750064,764.342596750064,6,4.4,440.00000000000006
13.0,V2V,we_16,we_10,-70.29,93.29,0.14,True,2,9.344636006024e-11,6.786121463272e-11,0.726205,2.652368,4.24,D,9.3540567414755e-11,233.73455126125685,23.687229156998065,787488640.1744603,787.4886401744603,6,4.4,440.00000000000006
13.0,V2V,we_16,we_11,-68.87,91.87,0.17,True,2,1.297392169792e-10,9.153263858282e-11,0.705512,2.39573,3.79,D,1.2971792709839543e-10,324.1327513703034,25.10722915699807,834488507.9114672,834.4885079114672,7,5.5,550.0
13.0,V2V,we_16,we_12,-66.43,89.43,0.22,True,2,2.27405268546e-10,1.74630623575e-10,0.767927,3.308987,5.2,D,2.2750974307720667e-10,568.4901126366983,27.547229156998068,915352698.4168464,915.3526984168464,7,5.5,550.0
13.0,V2V,we_16,we_13,-65.26,88.26,0.11,True,2,2.978865499917e-10,2.891912243694e-10,0.97081,33.25824,15.22,D,2.978516429429185e-10,744.2569788678622,28.717229156998066,954159416.9995748,954.1594169995748,7,5.5,550.0
13.0,V2V,we_16,we_14,-61.88,84.88,0.24,True,2,6.485425143462e-10,6.044547468313e-10,0.93202,13.71026,11.37,D,6.486344335482374e-10,1620.7756960225822,32.09722915699807,1066335858.226094,1066.335858226094,7,5.5,550.0
13.0,V2V,we_16,we_15,-56.56,79.56,0.05,True,2,2.209130446051e-09,2.207673314072e-09,0.99934,1515.081233,31.8,D,2.208004733018897e-09,5517.253205944269,37.41722915699807,1242999594.1168258,1242.9995941168258,7,5.5,550.0
13.0,V2V,we_16,wn_0,-75.47,98.47,0.08,True,2,2.837438877677e-11,1.689089555499e-11,0.595287,1.470885,1.68,D,2.8379190284415582e-11,70.91251945131329,18.50722915699808,616817105.0225409,616.8171050225409,5,3.3,330.0
13.0,V2V,we_16,wn_1,-75.81,98.81,0.08,True,2,2.62670454916e-11,1.950120031952e-11,0.742421,2.882301,4.6,D,2.6242185433844388e-11,65.57267724598798,18.16722915699807,605685828.2849678,605.6858282849678,5,3.3,330.0
