timestamp,link_type,tx_id,rx_id,received_power,path_loss,delay_spread,is_line_of_sight,num_paths,p_tot_watts,p_max_watts,dominance,k_factor,k_factor_db,prop_mode,received_power_watts,snr,snr_db,theoretical_throughput_bps,theoretical_throughput_mbps
8.0,V2I,BS_1,vehicle_0,-81.0,111.0,0.38,True,2,7.935118274266001e-12,5.671702690835e-12,0.71476,2.505816,3.99,D,7.943282347242821e-12,19.848281727243428,12.977229156998076,438185657.9481199,438.18565794811985
8.0,V2I,BS_1,vehicle_1,-83.12,113.12,0.04,True,2,4.880102692495e-12,4.868743862935e-12,0.997672,428.63077,26.32,D,4.87528490103385e-12,12.18212119198863,10.857229156998063,372051063.4196294,372.0510634196294
8.0,V2I,BS_1,vehicle_2,-79.6,109.6,0.43,True,2,1.096070803563e-11,8.333457188203e-12,0.760303,3.171931,5.01,D,1.0964781961431873e-11,27.398255775691833,14.377229156998082,482773041.6834351,482.7730416834351
8.0,V2V,vehicle_0,vehicle_1,-67.07,90.07,0.21,True,2,1.964537072672e-10,1.488931287191e-10,0.757904,3.1306,4.96,D,1.9633602768360515e-10,490.59477182310127,26.907229156998085,894132576.2309967,894.1325762309967
8.0,V2V,vehicle_0,vehicle_2,-73.88,96.88,0.1,True,2,4.095296066234e-11,2.8596416885810004e-11,0.698275,2.314273,3.64,D,4.0926065973001095e-11,102.2640329160447,20.097229156998075,669019403.7692833,669.0194037692833
8.0,V2V,vehicle_1,vehicle_0,-67.07,90.07,0.21,True,2,1.964566313129e-10,1.488931287191e-10,0.757893,3.130407,4.96,D,1.9633602768360515e-10,490.59477182310127,26.907229156998085,894132576.2309967,894.1325762309967
8.0,V2V,vehicle_1,vehicle_2,-76.95,99.95,0.07,True,2,2.0178366807670002e-11,1.382435797094e-11,0.685108,2.175691,3.38,D,2.01836636368156e-11,50.4339421209785,17.02722915699807,568464882.7236722,568.4648827236722
8.0,V2V,vehicle_2,vehicle_0,-73.89,96.89,0.1,True,2,4.08644736666e-11,2.8596416885810004e-11,0.699787,2.330965,3.68,D,4.0831938633269195e-11,102.02883216708943,20.08722915699807,668690431.5568678,668.6904315568678
8.0,V2V,vehicle_2,vehicle_1,-76.94,99.94,0.07,True,2,2.022763393241e-11,1.382435797094e-11,0.683439,2.158951,3.34,D,2.023019178678272e-11,50.5502043647744,17.037229156998073,568790624.1888353,568.7906241888353
9.0,V2I,BS_1,vehicle_0,-80.69,110.69,0.39,True,2,8.536300355813001e-12,6.166804046581e-12,0.722421,2.60258,4.15,D,8.531001140175913e-12,21.316844428225668,13.287229156998084,448006114.13378197,448.006114133782
9.0,V2I,BS_1,vehicle_1,-81.69,111.69,0.34,True,2,6.7751019638270005e-12,5.247955282145e-12,0.774594,3.436445,5.36,D,6.776415076106743e-12,16.932571404564573,12.28722915699807,416451047.0245045,416.4510470245045
9.0,V2I,BS_1,vehicle_2,-80.15,110.15,0.24,True,2,9.65277770909e-12,9.14876594621e-12,0.947786,18.15189,12.59,D,9.660508789898122e-12,24.139202373558522,13.827229156998069,465186697.097964,465.186697097964
9.0,V2V,vehicle_0,vehicle_1,-67.69,90.69,0.18,True,2,1.703646845193e-10,1.418052086317e-10,0.832363,4.965259,6.96,D,1.70215850839495e-10,425.326963616929,26.287229156998073,873581649.3132524,873.5816493132525
9.0,V2V,vehicle_0,vehicle_2,-73.5,96.5,0.1,True,2,4.4717589244580007e-11,2.8920601073710003e-11,0.646739,1.830767,2.63,D,4.4668359215096346e-11,111.6150904924946,20.477229156998078,681525635.2183622,681.5256352183623
9.0,V2V,vehicle_1,vehicle_0,-67.69,90.69,0.18,True,2,1.703663735987e-10,1.418052086317e-10,0.832354,4.964966,6.96,D,1.70215850839495e-10,425.326963616929,26.287229156998073,873581649.3132524,873.5816493132525
9.0,V2V,vehicle_1,vehicle_2,-76.78,99.78,0.07,True,2,2.099722421746e-11,1.372495979886e-11,0.653656,1.887302,2.76,D,2.0989398836235243e-11,52.44727345386117,17.197229156998073,574004444.7418259,574.004444741826
9.0,V2V,vehicle_2,vehicle_0,-73.5,96.5,0.1,True,2,4.471660764021e-11,2.8920601073710003e-11,0.646753,1.830881,2.63,D,4.4668359215096346e-11,111.6150904924946,20.477229156998078,681525635.2183622,681.5256352183623
9.0,V2V,vehicle_2,vehicle_1,-76.78,99.78,0.07,True,2,2.0996789487170002e-11,1.372495979886e-11,0.653669,1.887415,2.76,D,2.0989398836235243e-11,52.44727345386117,17.197229156998073,574004444.7418259,574.004444741826
10.0,V2I,BS_1,flow_east.0,-83.86,113.86,0.0,True,1,4.108747196641e-12,4.108747196641e-12,1.0,inf,inf,D,4.11149721104523e-12,10.273606224500822,10.117229156998082,349487717.6501538,349.4877176501538
10.0,V2I,BS_1,flow_west.0,-79.66,109.66,0.13,True,2,1.0826101923570001e-11,1.0677778106150001e-11,0.986299,71.989639,18.57,D,1.0814339512979398e-11,27.02233761364167,14.317229156998081,480850540.4793837,480.8505404793837
10.0,V2I,BS_1,vehicle_0,-80.53,110.53,0.39,True,2,8.844285763823e-12,6.7203421647010004e-12,0.759851,3.164087,5.0,D,8.851156098308337e-12,22.11683182985591,13.447229156998064,453087178.4397687,453.08717843976865
10.0,V2I,BS_1,vehicle_1,-81.23,111.23,0.36,True,2,7.537857057288e-12,5.64660731367e-12,0.7491,2.985649,4.75,D,7.533555637337155e-12,18.824476854915428,12.747229156998063,430921089.02603775,430.92108902603775
10.0,V2I,BS_1,vehicle_2,-79.98,109.98,0.01,True,2,1.004593305038e-11,1.00456041055e-11,0.999967,30538.868013,44.85,D,1.0046157902783946e-11,25.102843335292217,13.997229156998072,470613506.03914213,470.6135060391421
10.0,V2V,flow_east.0,flow_west.0,-94.0,117.0,0.0,True,1,3.9768462720939994e-13,3.9768462720939994e-13,1.0,inf,inf,D,3.981071705534969e-13,0.9947705411131855,-0.022770843001930392,99622280.24691147,99.62228024691147
10.0,V2V,flow_east.0,vehicle_0,-95.06,118.06,0.0,True,1,3.121174371966e-13,3.121174371966e-13,1.0,inf,inf,D,3.118889584093935e-13,0.7793327296586543,-1.0827708430019294,83133631.52952836,83.13363152952836
10.0,V2V,flow_east.0,vehicle_1,-95.47,118.47,0.0,True,1,2.835763859468e-13,2.835763859468e-13,1.0,inf,inf,D,2.837919028441552e-13,0.7091251945131314,-1.4927708430019326,77325807.92187953,77.32580792187953
10.0,V2V,flow_east.0,vehicle_2,-94.11,117.11,0.0,True,1,3.8777647158769996e-13,3.8777647158769996e-13,1.0,inf,inf,D,3.8815036599064864e-13,0.9698909694918756,-0.13277084300192213,97811578.08865276,97.81157808865277
10.0,V2V,flow_west.0,flow_east.0,-94.0,117.0,0.0,True,1,3.9768462720939994e-13,3.9768462720939994e-13,1.0,inf,inf,D,3.981071705534969e-13,0.9947705411131855,-0.022770843001930392,99622280.24691147,99.62228024691147
10.0,V2V,flow_west.0,vehicle_0,-74.63,97.63,0.09,True,2,3.442765840215e-11,2.393274669268e-11,0.69516,2.280414,3.58,D,3.443499307633391e-11,86.04446046060447,19.347229156998083,644368058.2076641,644.3680582076641
10.0,V2V,flow_west.0,vehicle_1,-79.23,102.23,0.02,True,2,1.194585719635e-11,1.1706159581330001e-11,0.979935,48.837197,16.89,D,1.1939881044642731e-11,29.834785218997325,14.747229156998074,494648689.20848686,494.64868920848687
10.0,V2V,flow_west.0,vehicle_2,-56.76,79.76,0.13,True,2,2.109096015219e-09,2.09711213221e-09,0.994318,174.994376,22.43,D,2.108628149933289e-09,5268.935906879782,37.21722915699807,1236356970.0530462,1236.3569700530463
10.0,V2V,vehicle_0,flow_east.0,-95.06,118.06,0.0,True,1,3.121174371966e-13,3.121174371966e-13,1.0,inf,inf,D,3.118889584093935e-13,0.7793327296586543,-1.0827708430019294,83133631.52952836,83.13363152952836
10.0,V2V,vehicle_0,flow_west.0,-74.63,97.63,0.09,True,2,3.4428307036340005e-11,2.393274669268e-11,0.695147,2.280273,3.58,D,3.443499307633391e-11,86.04446046060447,19.347229156998083,644368058.2076641,644.3680582076641
10.0,V2V,vehicle_0,vehicle_1,-67.49,90.49,0.2,True,2,1.781026952897e-10,1.293760427458e-10,0.726413,2.655139,4.24,D,1.7823787674480907e-10,445.37200585909306,26.487229156998076,880210274.1416141,880.210274141614
10.0,V2V,vehicle_0,vehicle_2,-73.14,96.14,0.1,True,2,4.8507652317440006e-11,2.950972983356e-11,0.608352,1.553314,1.91,D,4.85288500162121e-11,121.26149429338355,20.837229156998074,693382629.4874791,693.3826294874791
10.0,V2V,vehicle_1,flow_east.0,-95.47,118.47,0.0,True,1,2.835763859468e-13,2.835763859468e-13,1.0,inf,inf,D,2.837919028441552e-13,0.7091251945131314,-1.4927708430019326,77325807.92187953,77.32580792187953
10.0,V2V,vehicle_1,flow_west.0,-79.22,102.22,0.02,True,2,1.196048337401e-11,1.1706159581330001e-11,0.978736,46.028566,16.63,D,1.1967405313072442e-11,29.903561501930138,14.757229156998077,494970120.69680125,494.97012069680125
10.0,V2V,vehicle_1,vehicle_0,-67.49,90.49,0.2,True,2,1.780540110359e-10,1.293760427458e-10,0.726611,2.657795,4.25,D,1.7823787674480907e-10,445.37200585909306,26.487229156998076,880210274.1416141,880.210274141614
10.0,V2V,vehicle_1,vehicle_2,-76.53,99.53,0.07,True,2,2.2224444273800003e-11,1.351627680195e-11,0.608172,1.552138,1.91,D,2.2233098906514008e-11,55.55496978139431,17.447229156998066,582158190.184225,582.158190184225
10.0,V2V,vehicle_2,flow_east.0,-94.11,117.11,0.0,True,1,3.8777647158769996e-13,3.8777647158769996e-13,1.0,inf,inf,D,3.8815036599064864e-13,0.9698909694918756,-0.13277084300192213,97811578.08865276,97.81157808865277
10.0,V2V,vehicle_2,flow_west.0,-56.76,79.76,0.13,True,2,2.109094958852e-09,2.09711213221e-09,0.994318,175.009803,22.43,D,2.108628149933289e-09,5268.935906879782,37.21722915699807,1236356970.0530462,1236.3569700530463
10.0,V2V,vehicle_2,vehicle_0,-73.14,96.14,0.1,True,2,4.850646719284001e-11,2.950972983356e-11,0.608367,1.55341,1.91,D,4.85288500162121e-11,121.26149429338355,20.837229156998074,693382629.4874791,693.3826294874791
10.0,V2V,vehicle_2,vehicle_1,-76.53,99.53,0.07,True,2,2.2257910198740002e-11,1.351627680195e-11,0.607257,1.546196,1.89,D,2.2233098906514008e-11,55.55496978139431,17.447229156998066,582158190.184225,582.158190184225
11.0,V2I,BS_1,flow_east.0,-84.18,114.18,0.0,True,1,3.821806152798e-12,3.821806152798e-12,1.0,inf,inf,D,3.819442708400456e-12,9.543834853574353,9.797229156998062,339832777.3817591,339.8327773817591
11.0,V2I,BS_1,flow_west.0,-79.39,109.39,0.4,True,2,1.151898520145e-11,9.634459896546e-12,0.836398,5.112407,7.09,D,1.1508003889444355e-11,28.755631907657055,14.587229156998072,489509085.0913649,489.5090850913649
11.0,V2I,BS_1,vehicle_0,-81.3,111.3,0.09,True,2,7.413618072845e-12,7.344423680333e-12,0.990667,106.141891,20.26,D,7.413102413009192e-12,18.523494285380288,12.677229156998084,428713938.22671866,428.71393822671865
11.0,V2I,BS_1,vehicle_1,-81.72,111.72,0.25,True,2,6.725725336908e-12,6.0907143044350004e-12,0.905585,9.591509,9.82,D,6.729766562843168e-12,16.816008402906466,12.257229156998068,415510223.8571854,415.51022385718545
11.0,V2I,BS_1,vehicle_2,-79.32,109.32,0.26,True,2,1.1694968290230001e-11,1.1087217949290002e-11,0.948033,18.243047,12.61,D,1.1694993910198723e-11,29.22287333882739,14.65722915699808,491756892.13271683,491.7568921327168
11.0,V2V,flow_east.0,flow_west.0,-94.47,117.47,0.0,True,1,3.57203462953e-13,3.57203462953e-13,1.0,inf,inf,D,3.572728381519296e-13,0.8927357275160659,-0.49277084300191787,92047298.93735057,92.04729893735058
11.0,V2V,flow_east.0,vehicle_0,-95.06,118.06,0.0,True,1,3.1180605643859996e-13,3.1180605643859996e-13,1.0,inf,inf,D,3.118889584093935e-13,0.7793327296586543,-1.0827708430019294,83133631.52952836,83.13363152952836
11.0,V2V,flow_east.0,vehicle_1,-95.5,118.5,0.0,True,1,2.821612410916e-13,2.821612410916e-13,1.0,inf,inf,D,2.818382931264449e-13,0.704243611010607,-1.5227708430019335,76913157.45757583,76.91315745757582
11.0,V2V,flow_east.0,vehicle_2,-94.12,117.12,0.0,True,1,3.8700353602549996e-13,3.8700353602549996e-13,1.0,inf,inf,D,3.872576449216165e-13,0.9676602821629596,-0.14277084300193452,97648115.99326377,97.64811599326377
11.0,V2V,flow_west.0,flow_east.0,-94.47,117.47,0.0,True,1,3.57203462953e-13,3.57203462953e-13,1.0,inf,inf,D,3.572728381519296e-13,0.8927357275160659,-0.49277084300191787,92047298.93735057,92.04729893735058
11.0,V2V,flow_west.0,vehicle_0,-70.77,93.77,0.12,True,2,8.366890076826001e-11,7.183437253332001e-11,0.858555,6.069897,7.83,D,8.375292821268826e-11,209.2776816908752,23.207229156998075,771615192.4187894,771.6151924187894
11.0,V2V,flow_west.0,vehicle_1,-76.4,99.4,0.02,True,2,2.2932989566180002e-11,2.2766135514230002e-11,0.992724,136.443408,21.35,D,2.29086765276777e-11,57.24306978430209,17.577229156998065,586401449.1733639,586.401449173364
11.0,V2V,flow_west.0,vehicle_2,-65.77,88.77,0.21,True,2,2.651146539462e-10,2.28017263565e-10,0.86007,6.14645,7.89,D,2.648500138606701e-10,661.7941375828838,28.207229156998075,937241703.1746423,937.2417031746423
11.0,V2V,vehicle_0,flow_east.0,-95.06,118.06,0.0,True,1,3.1180605643859996e-13,3.1180605643859996e-13,1.0,inf,inf,D,3.118889584093935e-13,0.7793327296586543,-1.0827708430019294,83133631.52952836,83.13363152952836
11.0,V2V,vehicle_0,flow_west.0,-70.77,93.77,0.12,True,2,8.375448033217001e-11,7.183437253332001e-11,0.857678,6.026319,7.8,D,8.375292821268826e-11,209.2776816908752,23.207229156998075,771615192.4187894,771.6151924187894
11.0,V2V,vehicle_0,vehicle_1,-67.77,90.77,0.19,True,2,1.670776362287e-10,1.188517818965e-10,0.711357,2.464483,3.92,D,1.6710906143107106e-10,417.5638716418567,26.207229156998082,870930398.0459294,870.9303980459295
11.0,V2V,vehicle_0,vehicle_2,-73.13,96.13,0.1,True,2,4.8605418174220004e-11,2.9738508722430005e-11,0.611835,1.576226,1.98,D,4.864072056914619e-11,121.54103090741175,20.847229156998075,693712108.329053,693.7121083290531
11.0,V2V,vehicle_1,flow_east.0,-95.5,118.5,0.0,True,1,2.821612410916e-13,2.821612410916e-13,1.0,inf,inf,D,2.818382931264449e-13,0.704243611010607,-1.5227708430019335,76913157.45757583,76.91315745757582
11.0,V2V,vehicle_1,flow_west.0,-76.4,99.4,0.02,True,2,2.291740177275e-11,2.2766135514230002e-11,0.9934,150.503726,21.78,D,2.29086765276777e-11,57.24306978430209,17.577229156998065,586401449.1733639,586.401449173364
11.0,V2V,vehicle_1,vehicle_0,-67.77,90.77,0.19,True,2,1.670803775216e-10,1.188517818965e-10,0.711345,2.464343,3.92,D,1.6710906143107106e-10,417.5638716418567,26.207229156998082,870930398.0459294,870.9303980459295
11.0,V2V,vehicle_1,vehicle_2,-76.38,99.38,0.07,True,2,2.3008968374810003e-11,1.3213327942400001e-11,0.574269,1.348899,1.3,D,2.301441817408509e-11,57.50729178931806,17.597229156998075,587054453.4501622,587.0544534501622
11.0,V2V,vehicle_2,flow_east.0,-94.12,117.12,0.0,True,1,3.8700353602549996e-13,3.8700353602549996e-13,1.0,inf,inf,D,3.872576449216165e-13,0.9676602821629596,-0.14277084300193452,97648115.99326377,97.64811599326377
11.0,V2V,vehicle_2,flow_west.0,-65.77,88.77,0.21,True,2,2.651123418456e-10,2.28017263565e-10,0.860078,6.146833,7.89,D,2.648500138606701e-10,661.7941375828838,28.207229156998075,937241703.1746423,937.2417031746423
11.0,V2V,vehicle_2,vehicle_0,-73.13,96.13,0.1,True,2,4.8626264460490005e-11,2.9738508722430005e-11,0.611573,1.574486,1.97,D,4.864072056914619e-11,121.54103090741175,20.847229156998075,693712108.329053,693.7121083290531
11.0,V2V,vehicle_2,vehicle_1,-76.38,99.38,0.07,True,2,2.3008368197810002e-11,1.3213327942400001e-11,0.574284,1.348981,1.3,D,2.301441817408509e-11,57.50729178931806,17.597229156998075,587054453.4501622,587.0544534501622
12.0,V2I,BS_1,flow_east.0,-84.46,114.46,0.0,True,1,3.579923033362e-12,3.579923033362e-12,1.0,inf,inf,D,3.5809643710263623e-12,8.94793695908636,9.517229156998075,331439736.51039094,331.43973651039096
12.0,V2I,BS_1,flow_west.0,-80.1,110.1,0.32,True,2,9.769733199522e-12,8.739431921201e-12,0.894542,8.482404,9.29,D,9.77237220955811e-12,24.418721163313617,13.877229156998075,466781954.3886576,466.78195438865765
12.0,V2I,BS_1,vehicle_0,-80.0,110.0,0.4,True,2,9.996656931063e-12,8.013909848226e-12,0.801659,4.041822,6.07,D,1.0000000000000001e-11,24.98750624687656,13.977229156998074,469974629.4766072,469.9746294766072
12.0,V2I,BS_1,vehicle_1,-81.5,111.5,0.23,True,2,7.0824251953600004e-12,6.595202682591e-12,0.931207,13.536326,11.32,D,7.079457843841374e-12,17.68979970974856,12.477229156998071,422417920.3333686,422.4179203333686
12.0,V2I,BS_1,vehicle_2,-78.16,108.16,0.49,True,2,1.526286475678e-11,1.2231701762570001e-11,0.801403,4.035316,6.06,D,1.5275660582380733e-11,38.17006642274046,15.817229156998076,529167966.9631907,529.1679669631907
12.0,V2V,flow_east.0,flow_west.0,-94.89,117.89,0.0,True,1,3.2411987394669996e-13,3.2411987394669996e-13,1.0,inf,inf,D,3.243396173493487e-13,0.8104438214626404,-0.9127708430019335,85634341.03105181,85.63434103105182
12.0,V2V,flow_east.0,vehicle_0,-95.06,118.06,0.0,True,1,3.118610034391e-13,3.118610034391e-13,1.0,inf,inf,D,3.118889584093935e-13,0.7793327296586543,-1.0827708430019294,83133631.52952836,83.13363152952836
12.0,V2V,flow_east.0,vehicle_1,-95.5,118.5,0.0,True,1,2.8190941509439996e-13,2.8190941509439996e-13,1.0,inf,inf,D,2.818382931264449e-13,0.704243611010607,-1.5227708430019335,76913157.45757583,76.91315745757582
12.0,V2V,flow_east.0,vehicle_2,-94.12,117.12,0.0,True,1,3.871934276674e-13,3.871934276674e-13,1.0,inf,inf,D,3.872576449216165e-13,0.9676602821629596,-0.14277084300193452,97648115.99326377,97.64811599326377
12.0,V2V,flow_west.0,flow_east.0,-94.89,117.89,0.0,True,1,3.2411987394669996e-13,3.2411987394669996e-13,1.0,inf,inf,D,3.243396173493487e-13,0.8104438214626404,-0.9127708430019335,85634341.03105181,85.63434103105182
12.0,V2V,flow_west.0,vehicle_0,-60.63,83.63,0.28,True,2,8.648934086113e-10,8.057703336114e-10,0.931641,13.628695,11.34,D,8.64967918775692e-10,2161.339127375542,33.34722915699807,1107837708.850011,1107.837708850011
12.0,V2V,flow_west.0,vehicle_1,-71.6,94.6,0.1,True,2,6.915483697101e-11,6.179169869358001e-11,0.893527,8.392033,9.24,D,6.918309709189377e-11,172.8713070761963,22.377229156998084,744187606.2877613,744.1876062877614
12.0,V2V,flow_west.0,vehicle_2,-72.41,95.41,0.11,True,2,5.7467136120620004e-11,4.465997502148e-11,0.777139,3.48711,5.42,D,5.74116462207328e-11,143.4573868584028,21.567229156998078,717450016.8073288,717.4500168073288
12.0,V2V,vehicle_0,flow_east.0,-95.06,118.06,0.0,True,1,3.118610034391e-13,3.118610034391e-13,1.0,inf,inf,D,3.118889584093935e-13,0.7793327296586543,-1.0827708430019294,83133631.52952836,83.13363152952836
12.0,V2V,vehicle_0,flow_west.0,-60.63,83.63,0.28,True,2,8.648991847092e-10,8.057703336114e-10,0.931635,13.627363,11.34,D,8.64967918775692e-10,2161.339127375542,33.34722915699807,1107837708.850011,1107.837708850011
