timestamp,link_type,tx_id,rx_id,received_power,path_loss,delay_spread,is_line_of_sight,num_paths,p_tot_watts,p_max_watts,dominance,k_factor,k_factor_db,prop_mode
13.0,V2V,vehicle_0,vehicle_2,-75.24,98.24,232.03,True,1,2.992264636608195e-11,2.992264636608195e-11,1.0,inf,inf,D
13.0,V2V,vehicle_1,flow_east.0,-95.5,118.5,2391.7,True,1,2.818382931264449e-13,2.818382931264449e-13,1.0,inf,inf,D
13.0,V2V,vehicle_1,flow_west.0,-63.29,86.29,58.64,True,1,4.688133821452655e-10,4.688133821452655e-10,1.0,inf,inf,D
13.0,V2V,vehicle_1,vehicle_0,-69.67,92.67,122.23,True,1,1.0789467222298275e-10,1.0789467222298275e-10,1.0,inf,inf,D
13.0,V2V,vehicle_1,vehicle_2,-78.91,101.91,354.27,True,1,1.2852866599436154e-11,1.2852866599436154e-11,1.0,inf,inf,D
13.0,V2V,vehicle_2,flow_east.0,-94.11,117.11,2037.43,True,1,3.8815036599064864e-13,3.8815036599064864e-13,1.0,inf,inf,D
13.0,V2V,vehicle_2,flow_west.0,-77.38,100.38,296.79,True,1,1.8281002161427447e-11,1.8281002161427447e-11,1.0,inf,inf,D
13.0,V2V,vehicle_2,vehicle_0,-75.24,98.24,232.03,True,1,2.992264636608195e-11,2.992264636608195e-11,1.0,inf,inf,D
13.0,V2V,vehicle_2,vehicle_1,-78.91,101.91,354.27,True,1,1.2852866599436154e-11,1.2852866599436154e-11,1.0,inf,inf,D
14.0,V2I,BS_1,flow_east.0,-85.01,115.01,1600.54,True,1,3.1550046233746176e-12,3.1550046233746176e-12,1.0,inf,inf,D
14.0,V2I,BS_1,flow_west.0,-81.37,111.37,1051.76,True,1,7.29457510254568e-12,7.29457510254568e-12,1.0,inf,inf,D
14.0,V2I,BS_1,vehicle_0,-80.14,110.14,913.13,True,1,9.682778562612505e-12,9.682778562612505e-12,1.0,inf,inf,D
14.0,V2I,BS_1,vehicle_1,-81.07,111.07,1015.99,True,1,7.816278045883308e-12,7.816278045883308e-12,1.0,inf,inf,D
14.0,V2I,BS_1,vehicle_2,-78.2,108.2,730.68,True,1,1.5135612484362072e-11,1.5135612484362072e-11,1.0,inf,inf,D
14.0,V2V,flow_east.0,flow_west.0,-95.67,118.67,2439.02,True,1,2.7101916318908417e-13,2.7101916318908417e-13,1.0,inf,inf,D
