total_samples,outage_rate,mean_throughput_mbps,p05,p50,p95,relay_ratio,bs_load_mean,bs_load_max,method,objective
700,0.002857142857142857,251.80285714285714,148.0,240.0,330.0,0.11031518624641834,6.98,10,random,throughput
700,0.0,285.2142857142857,240.0,330.0,330.0,0.2742857142857143,7.0,11,greedy_mcs,throughput
700,0.0,285.2142857142857,240.0,330.0,330.0,0.6628571428571428,7.0,11,optimal_shannon,throughput
700,0.0,285.2142857142857,240.0,330.0,330.0,0.6628571428571428,7.0,11,optimal_shannon,outage
700,0.0,267.98857142857145,148.0,240.0,330.0,0.5771428571428572,7.0,11,proposed_optimal_dkmcs,throughput
700,0.0,267.5942857142857,148.0,240.0,330.0,0.5671428571428572,7.0,11,proposed_optimal_dkmcs,outage
