timestamp,vehicle_id,selected_action_type,selected_bs_id,selected_relay_id,accepted,opt_rate_used,truth_rate_mcs_effective,method,objective
0.0,vehicle_0,direct,BS_1,-1,1,148.0,148.0,greedy_mcs,throughput
1.0,vehicle_0,direct,BS_1,-1,1,148.0,148.0,greedy_mcs,throughput
2.0,vehicle_0,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
3.0,vehicle_0,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
4.0,vehicle_0,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
5.0,vehicle_2,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
5.0,vehicle_1,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
5.0,vehicle_0,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
6.0,vehicle_2,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
6.0,vehicle_1,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
6.0,vehicle_0,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
7.0,vehicle_2,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
7.0,vehicle_1,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
7.0,vehicle_0,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
8.0,vehicle_2,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
8.0,vehicle_1,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
8.0,vehicle_0,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
9.0,vehicle_2,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
9.0,vehicle_1,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
9.0,vehicle_0,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
10.0,vehicle_2,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
10.0,vehicle_1,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
10.0,vehicle_0,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
10.0,flow_west.0,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
10.0,flow_east.0,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
11.0,vehicle_2,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
11.0,vehicle_1,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
11.0,vehicle_0,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
11.0,flow_west.0,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
11.0,flow_east.0,direct,BS_1,-1,1,148.0,148.0,greedy_mcs,throughput
12.0,vehicle_2,direct,BS_1,-1,1,330.0,330.0,greedy_mcs,throughput
12.0,vehicle_1,relay,BS_1,vehicle_2,1,330.0,330.0,greedy_mcs,throughput
12.0,vehicle_0,relay,BS_1,vehicle_2,1,330.0,330.0,greedy_mcs,throughput
12.0,flow_west.0,relay,BS_1,vehicle_2,1,330.0,330.0,greedy_mcs,throughput
12.0,flow_east.0,direct,BS_1,-1,1,148.0,148.0,greedy_mcs,throughput
13.0,vehicle_2,direct,BS_1,-1,1,330.0,330.0,greedy_mcs,throughput
13.0,vehicle_1,relay,BS_1,vehicle_2,1,330.0,330.0,greedy_mcs,throughput
13.0,vehicle_0,relay,BS_1,vehicle_2,1,330.0,330.0,greedy_mcs,throughput
13.0,flow_west.0,relay,BS_1,vehicle_2,1,330.0,330.0,greedy_mcs,throughput
13.0,flow_east.0,direct,BS_1,-1,1,148.0,148.0,greedy_mcs,throughput
14.0,vehicle_2,direct,BS_1,-1,1,330.0,330.0,greedy_mcs,throughput
14.0,vehicle_1,relay,BS_1,vehicle_2,1,330.0,330.0,greedy_mcs,throughput
14.0,vehicle_0,relay,BS_1,vehicle_2,1,330.0,330.0,greedy_mcs,throughput
14.0,flow_west.0,relay,BS_1,vehicle_2,1,330.0,330.0,greedy_mcs,throughput
14.0,flow_east.0,direct,BS_1,-1,1,148.0,148.0,greedy_mcs,throughput
15.0,vehicle_2,direct,BS_1,-1,1,330.0,330.0,greedy_mcs,throughput
15.0,vehicle_1,relay,BS_1,vehicle_2,1,330.0,330.0,greedy_mcs,throughput
15.0,vehicle_0,relay,BS_1,vehicle_2,1,330.0,330.0,greedy_mcs,throughput
15.0,flow_west.0,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
15.0,flow_east.0,direct,BS_1,-1,1,148.0,148.0,greedy_mcs,throughput
16.0,vehicle_2,direct,BS_1,-1,1,330.0,330.0,greedy_mcs,throughput
16.0,vehicle_1,relay,BS_1,vehicle_0,1,330.0,330.0,greedy_mcs,throughput
16.0,vehicle_0,direct,BS_1,-1,1,330.0,330.0,greedy_mcs,throughput
16.0,flow_west.0,relay,BS_1,vehicle_0,1,330.0,330.0,greedy_mcs,throughput
16.0,flow_east.0,direct,BS_1,-1,1,148.0,148.0,greedy_mcs,throughput
17.0,flow_west.0,relay,BS_1,vehicle_1,1,330.0,330.0,greedy_mcs,throughput
17.0,vehicle_2,direct,BS_1,-1,1,330.0,330.0,greedy_mcs,throughput
17.0,vehicle_1,direct,BS_1,-1,1,330.0,330.0,greedy_mcs,throughput
17.0,vehicle_0,direct,BS_1,-1,1,330.0,330.0,greedy_mcs,throughput
18.0,flow_west.0,relay,BS_1,vehicle_1,1,330.0,330.0,greedy_mcs,throughput
18.0,vehicle_2,direct,BS_1,-1,1,330.0,330.0,greedy_mcs,throughput
18.0,vehicle_1,direct,BS_1,-1,1,330.0,330.0,greedy_mcs,throughput
18.0,vehicle_0,direct,BS_1,-1,1,330.0,330.0,greedy_mcs,throughput
19.0,flow_west.0,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
19.0,vehicle_2,direct,BS_1,-1,1,330.0,330.0,greedy_mcs,throughput
19.0,vehicle_1,direct,BS_1,-1,1,330.0,330.0,greedy_mcs,throughput
19.0,vehicle_0,direct,BS_1,-1,1,330.0,330.0,greedy_mcs,throughput
20.0,vehicle_2,direct,BS_1,-1,1,330.0,330.0,greedy_mcs,throughput
20.0,vehicle_1,direct,BS_1,-1,1,330.0,330.0,greedy_mcs,throughput
20.0,vehicle_0,direct,BS_1,-1,1,330.0,330.0,greedy_mcs,throughput
20.0,flow_west.1,relay,BS_1,vehicle_2,1,330.0,330.0,greedy_mcs,throughput
20.0,flow_west.0,direct,BS_1,-1,1,240.0,240.0,greedy_mcs,throughput
