timestamp,vehicle_id,action_type,bs_id,relay_id,rate_shannon,rate_mcs,rate_dkmcs,truth_rate_mcs
0.0,vehicle_0,direct,BS_1,-1,332.93459674819945,148.0,88.0,148.0
1.0,vehicle_0,direct,BS_1,-1,326.6678816851222,148.0,88.0,148.0
2.0,vehicle_0,direct,BS_1,-1,346.76569855226325,240.0,88.0,240.0
3.0,vehicle_0,direct,BS_1,-1,394.2871876821154,240.0,148.0,240.0
4.0,vehicle_0,direct,BS_1,-1,356.16245503513744,240.0,88.0,240.0
5.0,vehicle_2,direct,BS_1,-1,440.08383798794017,240.0,148.0,240.0
5.0,vehicle_2,relay,BS_1,vehicle_0,406.74709823584806,240.0,148.0,240.0
5.0,vehicle_2,relay,BS_1,vehicle_1,379.4340893655378,240.0,88.0,240.0
5.0,vehicle_1,direct,BS_1,-1,379.4340893655378,240.0,88.0,240.0
5.0,vehicle_1,relay,BS_1,vehicle_0,406.74709823584806,240.0,148.0,240.0
5.0,vehicle_1,relay,BS_1,vehicle_2,440.08383798794017,240.0,148.0,240.0
5.0,vehicle_0,direct,BS_1,-1,406.74709823584806,240.0,148.0,240.0
5.0,vehicle_0,relay,BS_1,vehicle_1,379.4340893655378,240.0,88.0,240.0
5.0,vehicle_0,relay,BS_1,vehicle_2,440.08383798794017,240.0,148.0,240.0
6.0,vehicle_2,direct,BS_1,-1,461.3610745154105,240.0,148.0,240.0
6.0,vehicle_2,relay,BS_1,vehicle_0,372.35808276906295,240.0,88.0,240.0
6.0,vehicle_2,relay,BS_1,vehicle_1,354.339174713274,240.0,88.0,240.0
6.0,vehicle_1,direct,BS_1,-1,354.339174713274,240.0,88.0,240.0
6.0,vehicle_1,relay,BS_1,vehicle_0,372.35808276906295,240.0,88.0,240.0
6.0,vehicle_1,relay,BS_1,vehicle_2,461.3610745154105,240.0,148.0,240.0
6.0,vehicle_0,direct,BS_1,-1,372.35808276906295,240.0,88.0,240.0
6.0,vehicle_0,relay,BS_1,vehicle_1,354.339174713274,240.0,88.0,240.0
6.0,vehicle_0,relay,BS_1,vehicle_2,461.3610745154105,240.0,148.0,240.0
7.0,vehicle_2,direct,BS_1,-1,434.70893851256574,240.0,148.0,240.0
7.0,vehicle_2,relay,BS_1,vehicle_0,421.1605559041608,240.0,148.0,240.0
7.0,vehicle_2,relay,BS_1,vehicle_1,411.7506008060546,240.0,148.0,240.0
7.0,vehicle_1,direct,BS_1,-1,411.7506008060546,240.0,148.0,240.0
7.0,vehicle_1,relay,BS_1,vehicle_0,421.1605559041608,240.0,148.0,240.0
7.0,vehicle_1,relay,BS_1,vehicle_2,434.70893851256574,240.0,148.0,240.0
7.0,vehicle_0,direct,BS_1,-1,421.1605559041608,240.0,148.0,240.0
7.0,vehicle_0,relay,BS_1,vehicle_1,411.7506008060546,240.0,148.0,240.0
7.0,vehicle_0,relay,BS_1,vehicle_2,434.70893851256574,240.0,148.0,240.0
8.0,vehicle_2,direct,BS_1,-1,482.7730416834351,240.0,148.0,240.0
8.0,vehicle_2,relay,BS_1,vehicle_0,438.18565794811985,240.0,148.0,240.0
8.0,vehicle_2,relay,BS_1,vehicle_1,372.0510634196294,240.0,88.0,240.0
8.0,vehicle_1,direct,BS_1,-1,372.0510634196294,240.0,88.0,240.0
8.0,vehicle_1,relay,BS_1,vehicle_0,438.18565794811985,240.0,148.0,240.0
8.0,vehicle_1,relay,BS_1,vehicle_2,482.7730416834351,240.0,148.0,240.0
8.0,vehicle_0,direct,BS_1,-1,438.18565794811985,240.0,148.0,240.0
8.0,vehicle_0,relay,BS_1,vehicle_1,372.0510634196294,240.0,88.0,240.0
8.0,vehicle_0,relay,BS_1,vehicle_2,482.7730416834351,240.0,148.0,240.0
9.0,vehicle_2,direct,BS_1,-1,465.186697097964,240.0,148.0,240.0
9.0,vehicle_2,relay,BS_1,vehicle_0,448.006114133782,240.0,148.0,240.0
9.0,vehicle_2,relay,BS_1,vehicle_1,416.4510470245045,240.0,148.0,240.0
9.0,vehicle_1,direct,BS_1,-1,416.4510470245045,240.0,148.0,240.0
9.0,vehicle_1,relay,BS_1,vehicle_0,448.006114133782,240.0,148.0,240.0
9.0,vehicle_1,relay,BS_1,vehicle_2,465.186697097964,240.0,148.0,240.0
9.0,vehicle_0,direct,BS_1,-1,448.006114133782,240.0,148.0,240.0
9.0,vehicle_0,relay,BS_1,vehicle_1,416.4510470245045,240.0,148.0,240.0
9.0,vehicle_0,relay,BS_1,vehicle_2,465.186697097964,240.0,148.0,240.0
10.0,vehicle_2,direct,BS_1,-1,470.6135060391421,240.0,148.0,240.0
10.0,vehicle_2,relay,BS_1,flow_west.0,480.8505404793837,240.0,148.0,240.0
10.0,vehicle_2,relay,BS_1,vehicle_0,453.08717843976865,240.0,148.0,240.0
10.0,vehicle_2,relay,BS_1,vehicle_1,430.92108902603775,240.0,148.0,240.0
10.0,vehicle_2,relay,BS_1,flow_east.0,97.81157808865277,38.0,15.0,38.0
10.0,vehicle_1,direct,BS_1,-1,430.92108902603775,240.0,148.0,240.0
10.0,vehicle_1,relay,BS_1,vehicle_0,453.08717843976865,240.0,148.0,240.0
10.0,vehicle_1,relay,BS_1,vehicle_2,470.6135060391421,240.0,148.0,240.0
10.0,vehicle_1,relay,BS_1,flow_west.0,480.8505404793837,240.0,148.0,240.0
10.0,vehicle_1,relay,BS_1,flow_east.0,77.32580792187953,38.0,15.0,38.0
10.0,vehicle_0,direct,BS_1,-1,453.08717843976865,240.0,148.0,240.0
10.0,vehicle_0,relay,BS_1,vehicle_1,430.92108902603775,240.0,148.0,240.0
10.0,vehicle_0,relay,BS_1,vehicle_2,470.6135060391421,240.0,148.0,240.0
10.0,vehicle_0,relay,BS_1,flow_west.0,480.8505404793837,240.0,148.0,240.0
10.0,vehicle_0,relay,BS_1,flow_east.0,83.13363152952836,38.0,15.0,38.0
10.0,flow_west.0,direct,BS_1,-1,480.8505404793837,240.0,148.0,240.0
10.0,flow_west.0,relay,BS_1,vehicle_2,470.6135060391421,240.0,148.0,240.0
10.0,flow_west.0,relay,BS_1,vehicle_0,453.08717843976865,240.0,148.0,240.0
10.0,flow_west.0,relay,BS_1,vehicle_1,430.92108902603775,240.0,148.0,240.0
10.0,flow_west.0,relay,BS_1,flow_east.0,99.62228024691149,38.0,15.0,38.0
10.0,flow_east.0,direct,BS_1,-1,349.4877176501538,240.0,88.0,240.0
10.0,flow_east.0,relay,BS_1,flow_west.0,99.62228024691149,38.0,15.0,38.0
10.0,flow_east.0,relay,BS_1,vehicle_2,97.81157808865277,38.0,15.0,38.0
10.0,flow_east.0,relay,BS_1,vehicle_0,83.13363152952836,38.0,15.0,38.0
10.0,flow_east.0,relay,BS_1,vehicle_1,77.32580792187953,38.0,15.0,38.0
11.0,vehicle_2,direct,BS_1,-1,491.7568921327168,240.0,148.0,240.0
11.0,vehicle_2,relay,BS_1,flow_west.0,489.5090850913649,240.0,148.0,240.0
11.0,vehicle_2,relay,BS_1,vehicle_0,428.71393822671865,240.0,148.0,240.0
11.0,vehicle_2,relay,BS_1,vehicle_1,415.51022385718545,240.0,148.0,240.0
11.0,vehicle_2,relay,BS_1,flow_east.0,97.64811599326376,38.0,15.0,38.0
11.0,vehicle_1,direct,BS_1,-1,415.51022385718545,240.0,148.0,240.0
11.0,vehicle_1,relay,BS_1,vehicle_0,428.71393822671865,240.0,148.0,240.0
11.0,vehicle_1,relay,BS_1,vehicle_2,491.7568921327168,240.0,148.0,240.0
11.0,vehicle_1,relay,BS_1,flow_west.0,489.5090850913649,240.0,148.0,240.0
11.0,vehicle_1,relay,BS_1,flow_east.0,76.91315745757582,38.0,15.0,38.0
11.0,vehicle_0,direct,BS_1,-1,428.71393822671865,240.0,148.0,240.0
11.0,vehicle_0,relay,BS_1,vehicle_1,415.51022385718545,240.0,148.0,240.0
11.0,vehicle_0,relay,BS_1,flow_west.0,489.5090850913649,240.0,148.0,240.0
11.0,vehicle_0,relay,BS_1,vehicle_2,491.7568921327168,240.0,148.0,240.0
11.0,vehicle_0,relay,BS_1,flow_east.0,83.13363152952836,38.0,15.0,38.0
11.0,flow_west.0,direct,BS_1,-1,489.5090850913649,240.0,148.0,240.0
11.0,flow_west.0,relay,BS_1,vehicle_2,491.7568921327168,240.0,148.0,240.0
11.0,flow_west.0,relay,BS_1,vehicle_0,428.71393822671865,240.0,148.0,240.0
11.0,flow_west.0,relay,BS_1,vehicle_1,415.51022385718545,240.0,148.0,240.0
11.0,flow_west.0,relay,BS_1,flow_east.0,92.04729893735058,38.0,15.0,38.0
11.0,flow_east.0,direct,BS_1,-1,339.8327773817591,148.0,88.0,148.0
11.0,flow_east.0,relay,BS_1,vehicle_2,97.64811599326376,38.0,15.0,38.0
11.0,flow_east.0,relay,BS_1,flow_west.0,92.04729893735058,38.0,15.0,38.0
11.0,flow_east.0,relay,BS_1,vehicle_0,83.13363152952836,38.0,15.0,38.0
11.0,flow_east.0,relay,BS_1,vehicle_1,76.91315745757582,38.0,15.0,38.0
12.0,vehicle_2,direct,BS_1,-1,529.1679669631907,330.0,148.0,330.0
12.0,vehicle_2,relay,BS_1,flow_west.0,466.78195438865765,240.0,148.0,240.0
12.0,vehicle_2,relay,BS_1,vehicle_0,469.9746294766072,240.0,148.0,240.0
12.0,vehicle_2,relay,BS_1,vehicle_1,422.4179203333686,240.0,148.0,240.0
12.0,vehicle_2,relay,BS_1,flow_east.0,97.64811599326376,38.0,15.0,38.0
12.0,vehicle_1,direct,BS_1,-1,422.4179203333686,240.0,148.0,240.0
12.0,vehicle_1,relay,BS_1,vehicle_0,469.9746294766072,240.0,148.0,240.0
12.0,vehicle_1,relay,BS_1,flow_west.0,466.78195438865765,240.0,148.0,240.0
12.0,vehicle_1,relay,BS_1,vehicle_2,529.1679669631907,330.0,148.0,330.0
12.0,vehicle_1,relay,BS_1,flow_east.0,76.91315745757582,38.0,15.0,38.0
12.0,vehicle_0,direct,BS_1,-1,469.9746294766072,240.0,148.0,240.0
12.0,vehicle_0,relay,BS_1,flow_west.0,466.78195438865765,240.0,148.0,240.0
12.0,vehicle_0,relay,BS_1,vehicle_1,422.4179203333686,240.0,148.0,240.0
12.0,vehicle_0,relay,BS_1,vehicle_2,529.1679669631907,330.0,148.0,330.0
12.0,vehicle_0,relay,BS_1,flow_east.0,83.13363152952836,38.0,15.0,38.0
12.0,flow_west.0,direct,BS_1,-1,466.78195438865765,240.0,148.0,240.0
12.0,flow_west.0,relay,BS_1,vehicle_0,469.9746294766072,240.0,148.0,240.0
12.0,flow_west.0,relay,BS_1,vehicle_1,422.4179203333686,240.0,148.0,240.0
12.0,flow_west.0,relay,BS_1,vehicle_2,529.1679669631907,330.0,148.0,330.0
12.0,flow_west.0,relay,BS_1,flow_east.0,85.63434103105182,38.0,15.0,38.0
12.0,flow_east.0,direct,BS_1,-1,331.43973651039096,148.0,88.0,148.0
12.0,flow_east.0,relay,BS_1,vehicle_2,97.64811599326376,38.0,15.0,38.0
12.0,flow_east.0,relay,BS_1,flow_west.0,85.63434103105182,38.0,15.0,38.0
12.0,flow_east.0,relay,BS_1,vehicle_0,83.13363152952836,38.0,15.0,38.0
12.0,flow_east.0,relay,BS_1,vehicle_1,76.91315745757582,38.0,15.0,38.0
13.0,vehicle_2,direct,BS_1,-1,519.4653593181657,330.0,148.0,330.0
13.0,vehicle_2,relay,BS_1,vehicle_0,455.3127087212257,240.0,148.0,240.0
13.0,vehicle_2,relay,BS_1,vehicle_1,450.2280649274024,240.0,148.0,240.0
13.0,vehicle_2,relay,BS_1,flow_west.0,450.8631993853019,240.0,148.0,240.0
13.0,vehicle_2,relay,BS_1,flow_east.0,97.64811599326376,38.0,15.0,38.0
13.0,vehicle_1,direct,BS_1,-1,450.2280649274024,240.0,148.0,240.0
13.0,vehicle_1,relay,BS_1,flow_west.0,450.8631993853019,240.0,148.0,240.0
13.0,vehicle_1,relay,BS_1,vehicle_0,455.3127087212257,240.0,148.0,240.0
13.0,vehicle_1,relay,BS_1,vehicle_2,519.4653593181657,330.0,148.0,330.0
13.0,vehicle_1,relay,BS_1,flow_east.0,76.77597833410626,38.0,15.0,38.0
13.0,vehicle_0,direct,BS_1,-1,455.3127087212257,240.0,148.0,240.0
13.0,vehicle_0,relay,BS_1,flow_west.0,450.8631993853019,240.0,148.0,240.0
13.0,vehicle_0,relay,BS_1,vehicle_1,450.2280649274024,240.0,148.0,240.0
13.0,vehicle_0,relay,BS_1,vehicle_2,519.4653593181657,330.0,148.0,330.0
13.0,vehicle_0,relay,BS_1,flow_east.0,83.27922332972535,38.0,15.0,38.0
13.0,flow_west.0,direct,BS_1,-1,450.8631993853019,240.0,148.0,240.0
13.0,flow_west.0,relay,BS_1,vehicle_1,450.2280649274024,240.0,148.0,240.0
13.0,flow_west.0,relay,BS_1,vehicle_0,455.3127087212257,240.0,148.0,240.0
13.0,flow_west.0,relay,BS_1,vehicle_2,519.4653593181657,330.0,148.0,330.0
13.0,flow_west.0,relay,BS_1,flow_east.0,79.69578345878772,38.0,15.0,38.0
13.0,flow_east.0,direct,BS_1,-1,322.8041503885187,148.0,88.0,148.0
13.0,flow_east.0,relay,BS_1,vehicle_2,97.64811599326376,38.0,15.0,38.0
13.0,flow_east.0,relay,BS_1,vehicle_0,83.27922332972535,38.0,15.0,38.0
13.0,flow_east.0,relay,BS_1,flow_west.0,79.69578345878772,38.0,15.0,38.0
13.0,flow_east.0,relay,BS_1,vehicle_1,76.77597833410626,38.0,15.0,38.0
14.0,vehicle_2,direct,BS_1,-1,531.1105801589197,330.0,148.0,330.0
14.0,vehicle_2,relay,BS_1,vehicle_0,475.7285366262274,240.0,148.0,240.0
14.0,vehicle_2,relay,BS_1,vehicle_1,471.5720320896032,240.0,148.0,240.0
14.0,vehicle_2,relay,BS_1,flow_west.0,448.006114133782,240.0,148.0,240.0
14.0,vehicle_2,relay,BS_1,flow_east.0,97.97523136487798,38.0,15.0,38.0
14.0,vehicle_1,direct,BS_1,-1,471.5720320896032,240.0,148.0,240.0
14.0,vehicle_1,relay,BS_1,flow_west.0,448.006114133782,240.0,148.0,240.0
14.0,vehicle_1,relay,BS_1,vehicle_0,475.7285366262274,240.0,148.0,240.0
14.0,vehicle_1,relay,BS_1,vehicle_2,531.1105801589197,330.0,148.0,330.0
14.0,vehicle_1,relay,BS_1,flow_east.0,76.77597833410626,38.0,15.0,38.0
14.0,vehicle_0,direct,BS_1,-1,475.7285366262274,240.0,148.0,240.0
14.0,vehicle_0,relay,BS_1,vehicle_1,471.5720320896032,240.0,148.0,240.0
14.0,vehicle_0,relay,BS_1,flow_west.0,448.006114133782,240.0,148.0,240.0
14.0,vehicle_0,relay,BS_1,vehicle_2,531.1105801589197,330.0,148.0,330.0
14.0,vehicle_0,relay,BS_1,flow_east.0,83.13363152952836,38.0,15.0,38.0
14.0,flow_west.0,direct,BS_1,-1,448.006114133782,240.0,148.0,240.0
14.0,flow_west.0,relay,BS_1,vehicle_1,471.5720320896032,240.0,148.0,240.0
14.0,flow_west.0,relay,BS_1,vehicle_0,475.7285366262274,240.0,148.0,240.0
14.0,flow_west.0,relay,BS_1,vehicle_2,531.1105801589197,330.0,148.0,330.0
14.0,flow_west.0,relay,BS_1,flow_east.0,74.4722358524461,38.0,15.0,38.0
14.0,flow_east.0,direct,BS_1,-1,314.8191920503417,148.0,88.0,148.0
14.0,flow_east.0,relay,BS_1,vehicle_2,97.97523136487798,38.0,15.0,38.0
14.0,flow_east.0,relay,BS_1,vehicle_0,83.13363152952836,38.0,15.0,38.0
14.0,flow_east.0,relay,BS_1,vehicle_1,76.77597833410626,38.0,15.0,38.0
14.0,flow_east.0,relay,BS_1,flow_west.0,74.4722358524461,38.0,15.0,38.0
15.0,vehicle_2,direct,BS_1,-1,554.7973163866061,330.0,240.0,330.0
15.0,vehicle_2,relay,BS_1,vehicle_0,479.24917949165024,240.0,148.0,240.0
15.0,vehicle_2,relay,BS_1,vehicle_1,453.7228869438658,240.0,148.0,240.0
15.0,vehicle_2,relay,BS_1,flow_west.0,404.2494434048504,240.0,148.0,240.0
15.0,vehicle_2,relay,BS_1,flow_east.0,97.97523136487798,38.0,15.0,38.0
15.0,vehicle_1,direct,BS_1,-1,453.7228869438658,240.0,148.0,240.0
15.0,vehicle_1,relay,BS_1,vehicle_0,479.24917949165024,240.0,148.0,240.0
15.0,vehicle_1,relay,BS_1,flow_west.0,457.8580422705454,240.0,148.0,240.0
15.0,vehicle_1,relay,BS_1,vehicle_2,554.1471636495645,330.0,240.0,330.0
15.0,vehicle_1,relay,BS_1,flow_east.0,76.77597833410626,38.0,15.0,38.0
15.0,vehicle_0,direct,BS_1,-1,479.24917949165024,240.0,148.0,240.0
15.0,vehicle_0,relay,BS_1,vehicle_1,453.7228869438658,240.0,148.0,240.0
15.0,vehicle_0,relay,BS_1,vehicle_2,554.7973163866061,330.0,240.0,330.0
15.0,vehicle_0,relay,BS_1,flow_west.0,457.8580422705454,240.0,148.0,240.0
15.0,vehicle_0,relay,BS_1,flow_east.0,83.27922332972535,38.0,15.0,38.0
15.0,flow_west.0,direct,BS_1,-1,457.8580422705454,240.0,148.0,240.0
15.0,flow_west.0,relay,BS_1,vehicle_1,453.7228869438658,240.0,148.0,240.0
15.0,flow_west.0,relay,BS_1,vehicle_0,479.24917949165024,240.0,148.0,240.0
15.0,flow_west.0,relay,BS_1,vehicle_2,404.2494434048504,240.0,148.0,240.0
15.0,flow_west.0,relay,BS_1,flow_east.0,69.76878760268013,38.0,15.0,38.0
15.0,flow_east.0,direct,BS_1,-1,306.89004368774096,148.0,88.0,148.0
15.0,flow_east.0,relay,BS_1,vehicle_2,97.97523136487798,38.0,15.0,38.0
15.0,flow_east.0,relay,BS_1,vehicle_0,83.27922332972535,38.0,15.0,38.0
15.0,flow_east.0,relay,BS_1,vehicle_1,76.77597833410626,38.0,15.0,38.0
15.0,flow_east.0,relay,BS_1,flow_west.0,69.76878760268013,38.0,15.0,38.0
16.0,vehicle_2,direct,BS_1,-1,573.0265756603674,330.0,240.0,330.0
16.0,vehicle_2,relay,BS_1,vehicle_0,521.727708884227,330.0,148.0,330.0
16.0,vehicle_2,relay,BS_1,vehicle_1,475.4086404500372,240.0,148.0,240.0
16.0,vehicle_2,relay,BS_1,flow_west.0,358.9013703269799,240.0,88.0,240.0
16.0,vehicle_2,relay,BS_1,flow_east.0,97.81157808865277,38.0,15.0,38.0
16.0,vehicle_1,direct,BS_1,-1,475.4086404500372,240.0,148.0,240.0
16.0,vehicle_1,relay,BS_1,vehicle_0,521.727708884227,330.0,148.0,330.0
16.0,vehicle_1,relay,BS_1,flow_west.0,447.3715646737752,240.0,148.0,240.0
16.0,vehicle_1,relay,BS_1,vehicle_2,552.197092268848,330.0,240.0,330.0
16.0,vehicle_1,relay,BS_1,flow_east.0,76.63898460276764,38.0,15.0,38.0
16.0,vehicle_0,direct,BS_1,-1,521.727708884227,330.0,148.0,330.0
16.0,vehicle_0,relay,BS_1,vehicle_1,475.4086404500372,240.0,148.0,240.0
16.0,vehicle_0,relay,BS_1,vehicle_2,573.0265756603674,330.0,240.0,330.0
16.0,vehicle_0,relay,BS_1,flow_west.0,447.3715646737752,240.0,148.0,240.0
16.0,vehicle_0,relay,BS_1,flow_east.0,83.42500346787911,38.0,15.0,38.0
16.0,flow_west.0,direct,BS_1,-1,447.3715646737752,240.0,148.0,240.0
16.0,flow_west.0,relay,BS_1,vehicle_1,475.4086404500372,240.0,148.0,240.0
16.0,flow_west.0,relay,BS_1,vehicle_0,509.458560672318,330.0,148.0,330.0
16.0,flow_west.0,relay,BS_1,vehicle_2,358.9013703269799,240.0,88.0,240.0
16.0,flow_west.0,relay,BS_1,flow_east.0,65.29964342228931,38.0,15.0,38.0
16.0,flow_east.0,direct,BS_1,-1,299.30986198166704,148.0,88.0,148.0
16.0,flow_east.0,relay,BS_1,vehicle_2,97.81157808865277,38.0,15.0,38.0
16.0,flow_east.0,relay,BS_1,vehicle_0,83.42500346787911,38.0,15.0,38.0
16.0,flow_east.0,relay,BS_1,vehicle_1,76.63898460276764,38.0,15.0,38.0
16.0,flow_east.0,relay,BS_1,flow_west.0,65.29964342228931,38.0,15.0,38.0
17.0,flow_west.0,direct,BS_1,-1,437.2370384945075,240.0,148.0,240.0
17.0,flow_west.0,relay,BS_1,vehicle_1,508.16885281930934,330.0,148.0,330.0
17.0,flow_west.0,relay,BS_1,vehicle_0,449.2756053723709,240.0,148.0,240.0
17.0,flow_west.0,relay,BS_1,vehicle_2,387.46558158163725,240.0,88.0,240.0
17.0,vehicle_2,direct,BS_1,-1,589.3403717052341,330.0,240.0,330.0
17.0,vehicle_2,relay,BS_1,vehicle_0,508.16885281930934,330.0,148.0,330.0
17.0,vehicle_2,relay,BS_1,vehicle_1,508.16885281930934,330.0,148.0,330.0
17.0,vehicle_2,relay,BS_1,flow_west.0,387.46558158163725,240.0,88.0,240.0
