outage_threshold_mbps,outage_rate_eval,outage_count_eval,total_links_eval,p05_eval_mbps,mean_eval_mbps,opt_col,eval_col
50.0,0.007473841554559043,5,669,440.00000000000006,517.6950672645739,throughput_mbps_mcs,throughput_mbps_mcs
