timestamp,vehicle_id,selected_action_type,selected_bs_id,selected_relay_id,accepted,opt_rate_used,truth_rate_mcs_effective,method,objective
0.0,we_0,direct,BS_1,-1,1,38.0,38.0,greedy_mcs,throughput
1.0,we_1,direct,BS_1,-1,1,38.0,38.0,greedy_mcs,throughput
1.0,ew_0,direct,BS_1,-1,1,440.00000000000006,440.00000000000006,greedy_mcs,throughput
1.0,sn_0,direct,BS_1,-1,1,38.0,38.0,greedy_mcs,throughput
1.0,ns_0,direct,BS_1,-1,1,330.0,330.0,greedy_mcs,throughput
1.0,we_0,direct,BS_1,-1,1,38.0,38.0,greedy_mcs,throughput
2.0,we_1,direct,BS_1,-1,1,38.0,38.0,greedy_mcs,throughput
2.0,ns_1,direct,BS_1,-1,1,440.00000000000006,440.00000000000006,greedy_mcs,throughput
2.0,se_0,direct,BS_1,-1,1,38.0,38.0,greedy_mcs,throughput
2.0,wn_0,direct,BS_1,-1,1,38.0,38.0,greedy_mcs,throughput
2.0,ew_1,relay,BS_1,ew_0,1,440.00000000000006,440.00000000000006,greedy_mcs,throughput
2.0,ew_0,direct,BS_1,-1,1,440.00000000000006,440.00000000000006,greedy_mcs,throughput
2.0,sn_0,direct,BS_1,-1,1,38.0,38.0,greedy_mcs,throughput
2.0,ns_0,direct,BS_1,-1,1,440.00000000000006,440.00000000000006,greedy_mcs,throughput
2.0,we_2,direct,BS_1,-1,1,38.0,38.0,greedy_mcs,throughput
2.0,sn_2,direct,BS_1,-1,1,38.0,38.0,greedy_mcs,throughput
2.0,sn_1,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
2.0,we_0,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
3.0,we_1,direct,BS_1,-1,1,38.0,38.0,greedy_mcs,throughput
3.0,ns_1,direct,BS_1,-1,1,440.00000000000006,440.00000000000006,greedy_mcs,throughput
3.0,se_0,direct,BS_1,-1,1,38.0,38.0,greedy_mcs,throughput
3.0,wn_0,direct,BS_1,-1,1,38.0,38.0,greedy_mcs,throughput
3.0,ew_1,direct,BS_1,-1,1,440.00000000000006,440.00000000000006,greedy_mcs,throughput
3.0,ew_0,direct,BS_1,-1,1,440.00000000000006,440.00000000000006,greedy_mcs,throughput
3.0,sn_0,direct,BS_1,-1,1,38.0,38.0,greedy_mcs,throughput
3.0,we_3,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
3.0,ew_2,direct,BS_1,-1,1,440.00000000000006,440.00000000000006,greedy_mcs,throughput
3.0,ns_0,direct,BS_1,-1,1,440.00000000000006,440.00000000000006,greedy_mcs,throughput
3.0,se_1,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
3.0,sn_3,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
3.0,wn_1,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
3.0,we_2,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
3.0,sn_2,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
3.0,ns_2,relay,BS_1,ns_1,1,440.00000000000006,440.00000000000006,greedy_mcs,throughput
3.0,sn_1,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
3.0,we_0,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
4.0,sn_4,direct,BS_1,-1,1,38.0,38.0,greedy_mcs,throughput
4.0,we_3,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
4.0,wn_1,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
4.0,we_5,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
4.0,wn_2,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
4.0,ew_3,direct,BS_1,-1,1,440.00000000000006,440.00000000000006,greedy_mcs,throughput
4.0,we_0,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
4.0,wn_0,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
4.0,ns_0,direct,BS_1,-1,1,440.00000000000006,440.00000000000006,greedy_mcs,throughput
4.0,sn_1,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
4.0,we_1,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
4.0,ns_3,direct,BS_1,-1,1,440.00000000000006,440.00000000000006,greedy_mcs,throughput
4.0,ew_0,direct,BS_1,-1,1,440.00000000000006,440.00000000000006,greedy_mcs,throughput
4.0,ew_2,direct,BS_1,-1,1,440.00000000000006,440.00000000000006,greedy_mcs,throughput
4.0,se_1,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
4.0,we_2,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
4.0,sn_2,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
4.0,ns_1,direct,BS_1,-1,1,440.00000000000006,440.00000000000006,greedy_mcs,throughput
4.0,ew_4,relay,BS_1,ew_3,1,440.00000000000006,440.00000000000006,greedy_mcs,throughput
4.0,se_0,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
4.0,ew_1,direct,BS_1,-1,1,440.00000000000006,440.00000000000006,greedy_mcs,throughput
4.0,sn_0,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
4.0,sn_3,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
4.0,we_4,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
4.0,se_2,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
4.0,ns_2,direct,BS_1,-1,1,440.00000000000006,440.00000000000006,greedy_mcs,throughput
5.0,sn_4,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
5.0,we_3,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
5.0,wn_1,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
5.0,sn_5,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
5.0,we_5,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
5.0,wn_2,none,-1,-1,0,0.0,0.0,greedy_mcs,throughput
5.0,ew_3,direct,BS_1,-1,1,440.00000000000006,440.00000000000006,greedy_mcs,throughput
