timestamp,vehicle_id,selected_action_type,selected_bs_id,selected_relay_id,accepted,opt_rate_used,truth_rate_mcs_effective,method,objective
0.0,we_0,direct,BS_1,-1,1,59.35985579119316,38.0,optimal_shannon,throughput
1.0,we_1,relay,BS_1,we_0,1,61.750858062281445,38.0,optimal_shannon,throughput
1.0,ew_0,direct,BS_1,-1,1,678.5627226979983,440.00000000000006,optimal_shannon,throughput
1.0,sn_0,direct,BS_1,-1,1,61.51986307628826,38.0,optimal_shannon,throughput
1.0,ns_0,direct,BS_1,-1,1,650.6087565999505,330.0,optimal_shannon,throughput
1.0,we_0,direct,BS_1,-1,1,61.750858062281445,38.0,optimal_shannon,throughput
2.0,we_1,relay,BS_1,we_0,1,64.45745090186453,38.0,optimal_shannon,throughput
2.0,ns_1,relay,BS_1,ns_0,1,679.5502989284676,440.00000000000006,optimal_shannon,throughput
2.0,se_0,none,-1,-1,0,0.0,0.0,optimal_shannon,throughput
2.0,wn_0,relay,BS_1,we_0,1,64.45745090186453,38.0,optimal_shannon,throughput
2.0,ew_1,relay,BS_1,ew_0,1,668.3614666965533,440.00000000000006,optimal_shannon,throughput
2.0,ew_0,direct,BS_1,-1,1,668.3614666965533,440.00000000000006,optimal_shannon,throughput
2.0,sn_0,direct,BS_1,-1,1,64.21841287265485,38.0,optimal_shannon,throughput
2.0,ns_0,direct,BS_1,-1,1,679.5502989284676,440.00000000000006,optimal_shannon,throughput
2.0,we_2,relay,BS_1,we_0,1,64.45745090186453,38.0,optimal_shannon,throughput
2.0,sn_2,none,-1,-1,0,0.0,0.0,optimal_shannon,throughput
2.0,sn_1,relay,BS_1,sn_0,1,64.21841287265485,38.0,optimal_shannon,throughput
2.0,we_0,direct,BS_1,-1,1,64.45745090186453,38.0,optimal_shannon,throughput
3.0,we_1,none,-1,-1,0,0.0,0.0,optimal_shannon,throughput
3.0,ns_1,direct,BS_1,-1,1,672.9676377828757,440.00000000000006,optimal_shannon,throughput
3.0,se_0,none,-1,-1,0,0.0,0.0,optimal_shannon,throughput
3.0,wn_0,none,-1,-1,0,0.0,0.0,optimal_shannon,throughput
3.0,ew_1,relay,BS_1,ew_0,1,692.7236904337369,440.00000000000006,optimal_shannon,throughput
3.0,ew_0,direct,BS_1,-1,1,692.7236904337369,440.00000000000006,optimal_shannon,throughput
3.0,sn_0,none,-1,-1,0,0.0,0.0,optimal_shannon,throughput
3.0,we_3,none,-1,-1,0,0.0,0.0,optimal_shannon,throughput
3.0,ew_2,relay,BS_1,ew_0,1,692.7236904337369,440.00000000000006,optimal_shannon,throughput
3.0,ns_0,relay,BS_1,ns_1,1,672.9676377828757,440.00000000000006,optimal_shannon,throughput
3.0,se_1,relay,BS_1,sn_0,1,67.25729895337729,38.0,optimal_shannon,throughput
3.0,sn_3,relay,BS_1,sn_0,1,67.25729895337729,38.0,optimal_shannon,throughput
